#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.086132    0.086132           0
           2    0.102644    0.094388  0.00583787
           3     0.08258    0.090452  0.00504728
           4    0.078628    0.087496  0.00456981
           5    0.060228   0.0820424  0.00609579
           6    0.122512   0.0887873  0.00798225
           7    0.056688   0.0842017  0.00805208
           8    0.073404    0.082852   0.0071578
           9    0.079128   0.0824382  0.00637443
          10    0.109748   0.0851692  0.00629488
          11    0.082276   0.0849062  0.00572811
          12    0.096016    0.085832  0.00532506
          13    0.108624   0.0875852  0.00519605
          14    0.075972   0.0867557  0.00489067
          15     0.09304   0.0871747  0.00458253
          16     0.09354   0.0875725  0.00431336
          17    0.077996   0.0870092  0.00409625
          18    0.052744   0.0851056  0.00428826
          19    0.087972   0.0852564  0.00406521
          20      0.0743   0.0847086  0.00389869
          21    0.095236   0.0852099  0.00374513
          22    0.073184   0.0846633  0.00361457
          23    0.096992   0.0851993  0.00349693
          24    0.083028   0.0851088   0.0033524
          25    0.078532   0.0848458  0.00322861
          26    0.075052   0.0844691  0.00312633
          27    0.089104   0.0846407  0.00301525
          28    0.062464   0.0838487  0.00300978
          29     0.08484   0.0838829  0.00290619
          30    0.104152   0.0845585  0.00288679
          31    0.092984   0.0848303  0.00280643
          32    0.102368   0.0853784  0.00277173
          33    0.101052   0.0858533  0.00272812
          34    0.091184   0.0860101  0.00265239
          35      0.0797   0.0858298  0.00258272
          36    0.072408    0.085457  0.00253775
          37    0.087732   0.0855185  0.00246991
          38     0.07048   0.0851227  0.00243641
          39    0.092328   0.0853075  0.00238093
          40    0.065348   0.0848085  0.00237312
          41    0.079404   0.0846767   0.0023189
          42    0.062476   0.0841481  0.00232315
          43    0.121216   0.0850101  0.00242379
          44    0.083888   0.0849846  0.00236884
          45    0.061028   0.0844523  0.00237526
          46     0.09714   0.0847281  0.00233959
          47    0.086352   0.0847626  0.00229006
          48     0.09606    0.084998  0.00225442
          49    0.101792   0.0853407  0.00223431
          50    0.085616   0.0853462  0.00218963
          51    0.057308   0.0847965  0.00221464
          52    0.102352   0.0851341  0.00219763
          53     0.09166   0.0852572  0.00215961
          54    0.080156   0.0851627  0.00212169
          55      0.0619   0.0847398  0.00212485
          56    0.112884   0.0852424  0.00214552
          57    0.087252   0.0852776  0.00210817
          58    0.061844   0.0848736  0.00211018
          59    0.082488   0.0848332   0.0020748
          60    0.094332   0.0849915  0.00204625
          61    0.093308   0.0851278  0.00201724
          62    0.069952    0.084883   0.0019995
          63    0.100972   0.0851384  0.00198401
          64     0.10298   0.0854172   0.0019725
          65    0.103216    0.085691  0.00196106
          66    0.076672   0.0855544  0.00193611
          67    0.082008   0.0855014  0.00190793
          68     0.08372   0.0854752  0.00188005
          69    0.065228   0.0851818  0.00187557
          70     0.08168   0.0851318  0.00184944
          71      0.0899   0.0851989  0.00182461
          72    0.095592   0.0853433  0.00180497
          73    0.106352   0.0856311  0.00180304
          74    0.071168   0.0854356  0.00178924
          75    0.104916   0.0856954  0.00178413
          76      0.0962   0.0858336    0.001766
          77     0.07798   0.0857316  0.00174601
          78    0.114604   0.0861017  0.00176243
          79    0.078992   0.0860117  0.00174242
          80    0.076164   0.0858886  0.00172498
          81    0.074132   0.0857435  0.00170978
          82     0.10064   0.0859252  0.00169855
          83    0.070888    0.085744  0.00168772
          84    0.074856   0.0856144   0.0016726
          85     0.07746   0.0855184  0.00165567
          86    0.119912   0.0859184  0.00168403
          87    0.086204   0.0859217  0.00166467
          88    0.092708   0.0859988  0.00164754
          89     0.07658   0.0858929  0.00163242
          90    0.095376   0.0859983  0.00161768
          91    0.092828   0.0860734  0.00160165
          92     0.10256   0.0862526  0.00159423
          93    0.082728   0.0862147  0.00157754
          94     0.06888   0.0860303   0.0015715
          95    0.082208     0.08599  0.00155547
          96    0.088684   0.0860181  0.00153952
          97    0.099068   0.0861526  0.00152952
          98    0.079116   0.0860808  0.00151559
          99     0.11326   0.0863554  0.00152495
         100    0.086828   0.0863601  0.00150971
