#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.502672   -0.502672           0
           2   -0.508792   -0.505732  0.00216375
           3   -0.505824   -0.505763  0.00144272
           4   -0.504768   -0.505514  0.00110326
           5    -0.50512   -0.505435 0.000885416
           6   -0.506496   -0.505612 0.000755292
           7   -0.504656   -0.505475 0.000659625
           8    -0.50516   -0.505436 0.000578349
           9   -0.503064   -0.505172 0.000570991
          10   -0.507064   -0.505362 0.000544322
          11   -0.501296   -0.504992 0.000607495
          12   -0.506624   -0.505128 0.000571891
          13   -0.503704   -0.505018 0.000538288
          14   -0.506288   -0.505109 0.000507419
          15    -0.50292   -0.504963 0.000494134
          16   -0.503488   -0.504871 0.000471774
          17   -0.504528   -0.504851 0.000444454
          18    -0.50096   -0.504635 0.000469391
          19   -0.502432   -0.504519 0.000458779
          20    -0.50408   -0.504497 0.000436364
          21   -0.505128   -0.504527 0.000416619
          22   -0.507672    -0.50467 0.000421497
          23   -0.503648   -0.504625 0.000405505
          24   -0.502528   -0.504538 0.000397915
          25   -0.506152   -0.504603   0.0003872
          26   -0.501608   -0.504487 0.000389061
          27   -0.504608   -0.504492 0.000374677
          28   -0.506184   -0.504552 0.000366137
          29   -0.507224   -0.504644 0.000364918
          30   -0.505184   -0.504662 0.000353197
          31   -0.505048   -0.504675 0.000342023
          32   -0.506312   -0.504726 0.000335139
          33    -0.50332   -0.504683  0.00032768
          34    -0.50676   -0.504744 0.000323685
          35   -0.501824   -0.504661 0.000325014
          36    -0.50508   -0.504673 0.000316194
          37   -0.504096   -0.504657 0.000308032
          38   -0.503672   -0.504631 0.000301015
          39     -0.5074   -0.504702 0.000301553
          40   -0.502808   -0.504655 0.000297709
          41   -0.504336   -0.504647 0.000290549
          42   -0.503808   -0.504627 0.000284317
          43   -0.503472     -0.5046 0.000278971
          44   -0.503536   -0.504576 0.000273677
          45   -0.509472   -0.504685 0.000288413
          46   -0.504432   -0.504679 0.000282195
          47   -0.505288   -0.504692 0.000276488
          48   -0.503464   -0.504667 0.000271909
          49   -0.503592   -0.504645 0.000267243
          50   -0.502896    -0.50461 0.000264177
          51   -0.504616    -0.50461 0.000258997
          52   -0.502088   -0.504561 0.000258517
          53   -0.506432   -0.504597 0.000256038
          54   -0.503624   -0.504579 0.000251929
          55   -0.502672   -0.504544 0.000249722
          56   -0.504616   -0.504545 0.000245266
          57   -0.506576   -0.504581 0.000243537
          58   -0.506872    -0.50462  0.00024252
          59   -0.500152   -0.504545 0.000249956
          60    -0.50364    -0.50453 0.000246244
          61   -0.505456   -0.504545 0.000242675
          62   -0.504344   -0.504542 0.000238783
          63   -0.504488   -0.504541 0.000234994
          64   -0.508064   -0.504596 0.000237683
          65   -0.501304   -0.504545 0.000239361
          66   -0.504128   -0.504539 0.000235818
          67     -0.5068   -0.504573 0.000234701
          68   -0.505264   -0.504583 0.000231469
          69   -0.503768   -0.504571 0.000228416
          70   -0.503176   -0.504551  0.00022602
          71    -0.50372   -0.504539  0.00022314
          72    -0.50648   -0.504566 0.000221663
          73   -0.504776   -0.504569 0.000218645
          74   -0.503968   -0.504561 0.000215841
          75   -0.505824   -0.504578 0.000213619
          76   -0.505064   -0.504584 0.000210904
          77   -0.503224   -0.504567 0.000208903
          78   -0.503648   -0.504555 0.000206557
          79   -0.503976   -0.504547 0.000204072
          80    -0.50852   -0.504597 0.000207475
          81   -0.505768   -0.504612 0.000205416
          82   -0.504488    -0.50461 0.000202917
          83   -0.504328   -0.504607   0.0002005
          84   -0.503664   -0.504595 0.000198427
          85   -0.505888   -0.504611 0.000196675
          86   -0.507472   -0.504644 0.000197182
          87   -0.503608   -0.504632 0.000195275
          88   -0.504288   -0.504628 0.000193095
          89   -0.502696   -0.504606 0.000192142
          90    -0.50536   -0.504615 0.000190189
          91    -0.50532   -0.504623 0.000188257
          92   -0.501744   -0.504591 0.000188793
          93   -0.504448    -0.50459 0.000186769
          94   -0.505128   -0.504595  0.00018487
          95    -0.50456   -0.504595 0.000182924
          96   -0.502832   -0.504577 0.000181938
          97   -0.503536   -0.504566 0.000180379
          98   -0.503632   -0.504556  0.00017879
          99   -0.506152   -0.504573 0.000177709
         100   -0.501544   -0.504542 0.000178494
