#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.237934    0.237934           0
           2    0.232955    0.235445  0.00176034
           3    0.233501    0.234797  0.00128726
           4    0.232449     0.23421  0.00109108
           5    0.226766    0.232721  0.00159223
           6    0.227448    0.231842  0.00155059
           7    0.228702    0.231394  0.00139244
           8    0.233431    0.231648  0.00124145
           9     0.23746    0.232294  0.00126032
          10    0.232035    0.232268  0.00113455
          11    0.233238    0.232356  0.00103483
          12    0.231234    0.232263 0.000952813
          13    0.234233    0.232414 0.000891488
          14    0.231627    0.232358 0.000829583
          15    0.226777    0.231986 0.000853647
          16    0.223407     0.23145  0.00095393
          17    0.227239    0.231202 0.000929417
          18    0.230356    0.231155  0.00087897
          19    0.230872     0.23114 0.000832835
          20    0.233896    0.231278 0.000802512
          21     0.23071    0.231251 0.000764753
          22    0.235037    0.231423 0.000749107
          23    0.231587     0.23143 0.000716571
          24    0.230963    0.231411 0.000686978
          25    0.229288    0.231326 0.000664728
          26    0.224419     0.23106   0.0006902
          27    0.232255    0.231104 0.000666054
          28     0.22857    0.231014 0.000648386
          29    0.232276    0.231058 0.000627487
          30    0.236415    0.231236 0.000631471
          31     0.22534    0.231046 0.000639102
          32    0.232891    0.231104 0.000621727
          33    0.230225    0.231077 0.000603456
          34     0.23288     0.23113 0.000588033
          35    0.236047     0.23127 0.000587777
          36    0.233473    0.231332 0.000574626
          37    0.236413    0.231469 0.000575271
          38    0.234552     0.23155 0.000565826
          39    0.235012    0.231639 0.000558236
          40    0.225592    0.231488 0.000564379
          41    0.228925    0.231425 0.000554065
          42    0.233584    0.231477 0.000543251
          43     0.22336    0.231288 0.000562457
          44    0.235343     0.23138 0.000557173
          45    0.233707    0.231432 0.000547186
          46    0.228181    0.231361 0.000539835
          47    0.237401     0.23149 0.000543428
          48    0.223602    0.231325 0.000556393
          49    0.236902    0.231439 0.000556558
          50    0.230211    0.231414 0.000545968
          51    0.226896    0.231326 0.000542404
          52     0.22692    0.231241 0.000538549
          53    0.227362    0.231168 0.000533339
          54    0.230242    0.231151 0.000523738
          55    0.226398    0.231064 0.000521295
          56    0.233355    0.231105 0.000513588
          57    0.230799      0.2311 0.000504606
          58    0.233261    0.231137  0.00049728
          59    0.237012    0.231237 0.000498721
          60    0.228808    0.231196 0.000492049
          61    0.230731    0.231189 0.000484042
          62    0.232336    0.231207 0.000476588
          63    0.232069    0.231221  0.00046922
          64    0.228834    0.231184 0.000463369
          65    0.234833     0.23124 0.000459629
          66    0.229653    0.231216 0.000453293
          67    0.229015    0.231183 0.000447716
          68     0.23337    0.231215 0.000442286
          69    0.226364    0.231145 0.000441429
          70    0.231276    0.231147 0.000435127
          71    0.232977    0.231172 0.000429761
          72    0.236606    0.231248 0.000430368
          73    0.231238    0.231248 0.000424473
          74    0.228152    0.231206 0.000420793
          75    0.235101    0.231258 0.000418375
          76    0.230187    0.231244 0.000413108
          77    0.231045    0.231241 0.000407751
          78    0.231291    0.231242 0.000402524
          79    0.234368    0.231281 0.000399369
          80    0.232129    0.231292 0.000394518
          81     0.23082    0.231286  0.00038969
          82    0.228514    0.231252 0.000386402
          83    0.230452    0.231243 0.000381867
          84    0.235882    0.231298 0.000381293
          85    0.232364     0.23131 0.000377014
          86    0.232166     0.23132 0.000372761
          87    0.234165    0.231353 0.000369907
          88    0.236052    0.231406 0.000369538
          89    0.226401     0.23135  0.00036964
          90    0.231379    0.231351 0.000365533
          91    0.229771    0.231333 0.000361928
          92     0.23622    0.231386 0.000361871
          93    0.228248    0.231353  0.00035955
          94    0.223816    0.231272 0.000364553
          95    0.234504    0.231306 0.000362299
          96    0.228182    0.231274 0.000359984
          97    0.223056    0.231189 0.000366105
          98    0.224685    0.231123 0.000368335
          99    0.234325    0.231155 0.000366032
         100    0.226398    0.231108  0.00036545
