#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.554184   -0.554184           0
           2    -0.55632   -0.555252  0.00075519
           3   -0.556584   -0.555696   0.0006204
           4   -0.555496   -0.555646  0.00046731
           5   -0.554416     -0.5554 0.000433792
           6   -0.553376   -0.555063 0.000474874
           7   -0.556912   -0.555327 0.000474872
           8   -0.553424   -0.555089 0.000471333
           9   -0.553216   -0.554881 0.000462631
          10   -0.553216   -0.554714 0.000445319
          11   -0.550688   -0.554348 0.000534504
          12   -0.553568   -0.554283 0.000493902
          13   -0.554368    -0.55429 0.000455952
          14    -0.55508   -0.554346 0.000426863
          15   -0.553632   -0.554299 0.000401053
          16    -0.55544    -0.55437 0.000382278
          17   -0.555648   -0.554445 0.000367109
          18    -0.55448   -0.554447 0.000346719
          19    -0.55608   -0.554533 0.000338955
          20   -0.555456   -0.554579 0.000325133
          21   -0.557928   -0.554739 0.000346558
          22   -0.554728   -0.554738 0.000330805
          23    -0.55456    -0.55473 0.000316513
          24   -0.555024   -0.554743 0.000303561
          25   -0.553944   -0.554711 0.000293095
          26   -0.555464    -0.55474 0.000283251
          27   -0.558424   -0.554876 0.000303856
          28    -0.55644   -0.554932 0.000298093
          29   -0.553304   -0.554876 0.000293052
          30   -0.551424   -0.554761 0.000305037
          31   -0.556056   -0.554803 0.000298045
          32    -0.55336   -0.554758  0.00029212
          33   -0.555064   -0.554767 0.000283416
          34   -0.559032   -0.554892 0.000301568
          35    -0.55708   -0.554955  0.00029936
          36   -0.555704   -0.554976 0.000291767
          37   -0.555848   -0.554999 0.000284832
          38    -0.55372   -0.554965 0.000279319
          39   -0.557048   -0.555019 0.000277214
          40   -0.557736   -0.555087 0.000278482
          41   -0.553904   -0.555058  0.00027318
          42   -0.556048   -0.555082 0.000267691
          43   -0.554744   -0.555074  0.00026158
          44   -0.552328   -0.555011 0.000262973
          45   -0.554168   -0.554993 0.000257796
          46    -0.55456   -0.554983 0.000252363
          47   -0.556128   -0.555007 0.000248167
          48   -0.554784   -0.555003  0.00024304
          49   -0.556664   -0.555037 0.000240433
          50   -0.553032   -0.554997 0.000238944
          51   -0.554064   -0.554978 0.000234958
          52   -0.553528    -0.55495 0.000232089
          53   -0.556616   -0.554982 0.000229827
          54   -0.553896   -0.554962 0.000226449
          55   -0.555736   -0.554976 0.000222769
          56   -0.552504   -0.554932 0.000223121
          57   -0.555272   -0.554938 0.000219287
          58   -0.555592   -0.554949 0.000215796
          59   -0.552296   -0.554904 0.000216773
          60   -0.556032   -0.554923 0.000213973
          61   -0.554664   -0.554919 0.000210508
          62   -0.553976   -0.554903 0.000207661
          63   -0.555336    -0.55491 0.000204478
          64   -0.552512   -0.554873 0.000204688
          65    -0.55756   -0.554914 0.000205671
          66    -0.55684   -0.554943 0.000204615
          67   -0.556576   -0.554968 0.000203007
          68   -0.555968   -0.554982 0.000200554
          69   -0.556312   -0.555002 0.000198571
          70   -0.553328   -0.554978 0.000197168
          71   -0.555608   -0.554987 0.000194591
          72   -0.552456   -0.554951 0.000195037
          73   -0.556576   -0.554974  0.00019363
          74    -0.55572   -0.554984 0.000191276
          75   -0.551728    -0.55494 0.000193589
          76   -0.552888   -0.554913 0.000192916
          77   -0.552456   -0.554881 0.000193033
          78     -0.5546   -0.554878 0.000190591
          79   -0.554176   -0.554869 0.000188386
          80   -0.555336   -0.554875 0.000186121
          81    -0.55536   -0.554881  0.00018392
          82    -0.55664   -0.554902 0.000182924
          83   -0.554744     -0.5549  0.00018073
          84   -0.555072   -0.554902  0.00017859
          85   -0.554672     -0.5549  0.00017651
          86   -0.554472   -0.554895 0.000174527
          87   -0.554904   -0.554895 0.000172521
          88   -0.554696   -0.554893 0.000170576
          89    -0.55992   -0.554949 0.000177766
          90     -0.5526   -0.554923 0.000177697
          91   -0.551608   -0.554887 0.000179439
          92   -0.556128     -0.5549 0.000177996
          93   -0.552816   -0.554878 0.000177487
          94   -0.557024     -0.5549 0.000177061
          95   -0.554832     -0.5549 0.000175199
          96   -0.554248   -0.554893 0.000173505
          97   -0.552312   -0.554866 0.000173745
          98    -0.55604   -0.554878 0.000172384
          99   -0.560456   -0.554935 0.000179614
         100   -0.553424    -0.55492 0.000178452
