#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.05062     0.05062           0
           2    0.067428    0.059024  0.00594253
           3    0.066504   0.0615173  0.00445415
           4    0.049028    0.058395  0.00429784
           5    0.057016   0.0581192  0.00344711
           6    0.086416   0.0628353  0.00517559
           7    0.073252   0.0643234  0.00464522
           8    0.091792    0.067757  0.00518039
           9    0.094368   0.0707138  0.00538287
          10    0.086472   0.0722896     0.00507
          11    0.077528   0.0727658   0.0046314
          12    0.078668   0.0732577  0.00427149
          13    0.073556   0.0732806  0.00394297
          14     0.08966   0.0744506  0.00383097
          15    0.053732   0.0730693  0.00381646
          16    0.051512    0.071722  0.00380834
          17    0.078552   0.0721238  0.00360545
          18    0.049228   0.0708518  0.00362258
          19    0.075324   0.0710872  0.00343956
          20    0.059668   0.0705162  0.00331463
          21    0.068632   0.0704265    0.003158
          22    0.040152   0.0690504  0.00330069
          23    0.067032   0.0689626  0.00315835
          24    0.075988   0.0692553  0.00304029
          25     0.06638   0.0691403  0.00292085
          26    0.060652   0.0688138   0.0028267
          27    0.065068   0.0686751  0.00272541
          28    0.070424   0.0687376  0.00262879
          29    0.105724    0.070013  0.00283067
          30    0.061252   0.0697209  0.00275134
          31    0.064688   0.0695586  0.00266737
          32    0.088576   0.0701529  0.00264939
          33    0.091028   0.0707855  0.00264355
          34    0.063652   0.0705756  0.00257411
          35    0.083384   0.0709416  0.00252644
          36     0.09396    0.071581  0.00253588
          37    0.068748   0.0715044   0.0024685
          38    0.086008   0.0718861  0.00243287
          39    0.080072    0.072096  0.00237952
          40    0.096016    0.072694    0.002394
          41     0.07982   0.0728678  0.00234191
          42    0.078472   0.0730012  0.00228995
          43    0.057676   0.0726448  0.00226426
          44    0.090904   0.0730598   0.0022505
          45    0.073212   0.0730632   0.0022005
          46     0.08144   0.0732453  0.00216018
          47     0.07912   0.0733703  0.00211783
          48     0.08302   0.0735713  0.00208323
          49      0.0639    0.073374  0.00205004
          50    0.067676     0.07326  0.00201221
          51     0.07198   0.0732349  0.00197291
          52    0.055128   0.0728867  0.00196546
          53     0.07874   0.0729971  0.00193147
          54    0.083188   0.0731859   0.0019049
          55    0.066484    0.073064  0.00187416
          56    0.081752   0.0732191   0.0018471
          57    0.067144   0.0731126  0.00181777
          58    0.074628   0.0731387  0.00178662
          59    0.048576   0.0727224  0.00180419
          60    0.066608   0.0726205    0.001777
          61    0.065484   0.0725035  0.00175171
          62     0.08858   0.0727628  0.00174254
          63    0.068252   0.0726912  0.00171636
          64    0.072044   0.0726811  0.00168957
          65    0.079744   0.0727897  0.00166706
          66    0.050388   0.0724503    0.001676
          67    0.078752   0.0725444  0.00165362
          68    0.088672   0.0727815  0.00164623
          69    0.080136   0.0728881  0.00162582
          70    0.069684   0.0728423  0.00160323
          71     0.05462   0.0725857  0.00160106
          72    0.076564   0.0726409  0.00157978
          73    0.080316   0.0727461  0.00156163
          74     0.05722   0.0725363  0.00155456
          75    0.062956   0.0724085  0.00153907
          76    0.086876   0.0725989  0.00153055
          77    0.088736   0.0728085  0.00152495
          78    0.056812   0.0726034  0.00151913
          79    0.065148    0.072509  0.00150283
          80     0.06518   0.0724174  0.00148683
          81     0.06938   0.0723799  0.00146895
          82    0.090012   0.0725949  0.00146669
          83    0.079528   0.0726785   0.0014514
          84    0.058468   0.0725093  0.00144394
          85     0.07446   0.0725322  0.00142714
          86    0.078652   0.0726034  0.00141232
          87    0.058068   0.0724363  0.00140593
          88    0.077132   0.0724897  0.00139097
          89    0.078328   0.0725553  0.00137688
          90     0.06126   0.0724298  0.00136729
          91    0.074372   0.0724511  0.00135243
          92    0.072484   0.0724515  0.00133773
          93    0.066188   0.0723841  0.00132504
          94    0.061132   0.0722644  0.00131634
          95    0.094032   0.0724936  0.00132228
          96     0.07212   0.0724897  0.00130851
          97    0.072996   0.0724949  0.00129503
          98    0.079584   0.0725672  0.00128383
          99    0.075264   0.0725945  0.00127116
         100    0.068992   0.0725584  0.00125895
