#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.76752    -0.76752           0
           2   -0.762824   -0.765172  0.00166029
           3   -0.759816   -0.763387  0.00183032
           4   -0.761432   -0.762898  0.00143649
           5   -0.757952   -0.761909  0.00145033
           6   -0.763704   -0.762208  0.00123909
           7     -0.7614   -0.762093  0.00106744
           8   -0.764584   -0.762404 0.000978384
           9   -0.759968   -0.762133 0.000906342
          10    -0.76196   -0.762116 0.000815873
          11    -0.75884   -0.761818 0.000794201
          12   -0.761192   -0.761766  0.00072973
          13   -0.758976   -0.761551  0.00070445
          14   -0.761816    -0.76157 0.000654385
          15    -0.76212   -0.761607 0.000611785
          16   -0.760296   -0.761525 0.000579009
          17      -0.762   -0.761553 0.000545623
          18   -0.762128   -0.761585 0.000516245
          19   -0.764312   -0.761728 0.000508637
          20   -0.763936   -0.761839 0.000495037
          21   -0.758736   -0.761691  0.00049302
          22   -0.762704   -0.761737 0.000472755
          23   -0.764024   -0.761837 0.000462539
          24   -0.763184   -0.761893 0.000446661
          25   -0.761912   -0.761893 0.000428795
          26   -0.758208   -0.761752 0.000435102
          27   -0.763888   -0.761831  0.00042612
          28   -0.760928   -0.761799  0.00041212
          29   -0.759624   -0.761724 0.000404673
          30   -0.764928    -0.76183 0.000405035
          31   -0.763064    -0.76187  0.00039392
          32   -0.762592   -0.761893 0.000382255
          33   -0.761552   -0.761882 0.000370811
          34   -0.762752   -0.761908 0.000360786
          35   -0.762096   -0.761913 0.000350517
          36    -0.76076   -0.761881 0.000342242
          37   -0.759792   -0.761825 0.000337619
          38   -0.755472   -0.761658 0.000367804
          39   -0.762456   -0.761678 0.000358942
          40   -0.762528   -0.761699 0.000350597
          41    -0.76368   -0.761748 0.000345358
          42    -0.76408   -0.761803  0.00034157
          43   -0.765048   -0.761879  0.00034186
          44   -0.762112   -0.761884 0.000334132
          45   -0.760208   -0.761847 0.000328776
          46    -0.76268   -0.761865 0.000322127
          47   -0.762816   -0.761885 0.000315909
          48   -0.757952   -0.761803 0.000319777
          49   -0.756632   -0.761698 0.000330207
          50    -0.76308   -0.761725 0.000324758
          51     -0.7598   -0.761688 0.000320577
          52   -0.763176   -0.761716 0.000315687
          53   -0.760776   -0.761698 0.000310229
          54   -0.762064   -0.761705 0.000304558
          55    -0.75696   -0.761619 0.000311001
          56   -0.763744   -0.761657 0.000307753
          57   -0.761464   -0.761653 0.000302373
          58   -0.761904   -0.761658  0.00029719
          59   -0.759144   -0.761615 0.000295192
          60   -0.760096    -0.76159 0.000291356
          61    -0.76452   -0.761638 0.000290512
          62    -0.76032   -0.761617 0.000286603
          63   -0.760672   -0.761602 0.000282446
          64    -0.76112   -0.761594 0.000278133
          65   -0.765168   -0.761649 0.000279235
          66   -0.758456   -0.761601 0.000279164
          67   -0.761728   -0.761603 0.000275004
          68   -0.760952   -0.761593 0.000271126
          69   -0.759648   -0.761565 0.000268658
          70   -0.762632    -0.76158 0.000265253
          71   -0.762328   -0.761591 0.000261726
          72   -0.762328   -0.761601 0.000258291
          73   -0.759304   -0.761569 0.000256662
          74   -0.762344    -0.76158 0.000253407
          75   -0.763008   -0.761599 0.000250743
          76   -0.763848   -0.761629 0.000249184
          77   -0.755952   -0.761555 0.000256621
          78   -0.764672   -0.761595 0.000256424
          79    -0.76312   -0.761614 0.000253904
          80    -0.76552   -0.761663 0.000255381
          81   -0.764672     -0.7617 0.000254916
          82   -0.761952   -0.761703 0.000251826
          83   -0.763696   -0.761727 0.000249934
          84   -0.760672   -0.761715 0.000247274
          85   -0.759408   -0.761687 0.000245849
          86   -0.760672   -0.761676 0.000243274
          87   -0.760296    -0.76166 0.000240994
          88   -0.761016   -0.761652 0.000238366
          89   -0.762144   -0.761658 0.000235752
          90   -0.758928   -0.761628 0.000235076
          91   -0.761944   -0.761631 0.000232518
          92   -0.760992   -0.761624 0.000230095
          93   -0.758944   -0.761595 0.000229418
          94    -0.75956   -0.761574 0.000227997
          95   -0.760184   -0.761559 0.000226066
          96   -0.762496   -0.761569 0.000223922
          97   -0.762464   -0.761578 0.000221803
          98   -0.764888   -0.761612 0.000222097
          99   -0.759752   -0.761593 0.000220646
         100   -0.761088   -0.761588 0.000218498
