#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.965728   -0.965728           0
           2   -0.981144   -0.973436  0.00545038
           3   -0.976552   -0.974475  0.00373124
           4   -0.971808   -0.973808  0.00285737
           5   -0.969624   -0.972971  0.00240531
           6     -0.9688   -0.972276  0.00210249
           7    -0.96656   -0.971459  0.00195428
           8   -0.975104   -0.971915   0.0017623
           9   -0.978328   -0.972628  0.00170446
          10   -0.971896   -0.972554  0.00153559
          11   -0.973624   -0.972652  0.00139906
          12    -0.97256   -0.972644   0.0012825
          13   -0.973112    -0.97268  0.00118435
          14   -0.964048   -0.972063  0.00124998
          15   -0.976048   -0.972329  0.00119454
          16   -0.975472   -0.972526  0.00113592
          17   -0.971832   -0.972485  0.00106983
          18    -0.97996     -0.9729  0.00108802
          19   -0.977192   -0.973126  0.00105395
          20     -0.9806     -0.9735  0.00106545
          21   -0.978624   -0.973744  0.00104228
          22   -0.978256   -0.973949  0.00101488
          23   -0.979184   -0.974176 0.000995957
          24   -0.969656   -0.973988 0.000972106
          25   -0.971824   -0.973901 0.000937067
          26   -0.972552    -0.97385 0.000902462
          27    -0.97756   -0.973987 0.000879439
          28   -0.963528   -0.973613 0.000923959
          29   -0.973104   -0.973596 0.000892265
          30   -0.985296   -0.973986 0.000943917
          31   -0.975736   -0.974042 0.000915155
          32   -0.981984   -0.974291 0.000919592
          33   -0.982552   -0.974541 0.000925176
          34    -0.97868   -0.974663 0.000905939
          35   -0.962832   -0.974325 0.000941003
          36   -0.970432   -0.974216 0.000921056
          37   -0.978696   -0.974338 0.000904084
          38    -0.97252    -0.97429 0.000881557
          39    -0.97092   -0.974203 0.000863177
          40   -0.970792   -0.974118   0.0008458
          41      -0.976   -0.974164 0.000826415
          42   -0.974448   -0.974171 0.000806766
          43   -0.974672   -0.974182 0.000788088
          44   -0.972376   -0.974141 0.000771246
          45   -0.978992   -0.974249 0.000761603
          46   -0.967072   -0.974093  0.00076086
          47    -0.97888   -0.974195 0.000751457
          48   -0.976856    -0.97425 0.000737844
          49   -0.972232   -0.974209 0.000723935
          50     -0.9638   -0.974001 0.000738784
          51   -0.973568   -0.973992 0.000724347
          52   -0.975352   -0.974019 0.000710889
          53   -0.975272   -0.974042 0.000697869
          54   -0.973552   -0.974033 0.000685004
          55   -0.974832   -0.974048 0.000672704
          56   -0.968504   -0.973949 0.000667935
          57   -0.973184   -0.973935 0.000656352
          58   -0.972304   -0.973907 0.000645638
          59   -0.976512   -0.973951 0.000636203
          60   -0.970592   -0.973895 0.000628058
          61    -0.97076   -0.973844 0.000619862
          62   -0.965888   -0.973716 0.000623005
          63   -0.971264   -0.973677  0.00061433
          64   -0.978184   -0.973747 0.000608754
          65    -0.97216   -0.973723 0.000599878
          66   -0.975216   -0.973745 0.000591216
          67    -0.97924   -0.973827 0.000588052
          68    -0.97556   -0.973853 0.000579956
          69   -0.983064   -0.973986 0.000586714
          70   -0.972864    -0.97397 0.000578551
          71    -0.97532   -0.973989 0.000570715
          72   -0.969304   -0.973924 0.000566486
          73   -0.976192   -0.973955 0.000559577
          74   -0.975128   -0.973971  0.00055224
          75   -0.981864   -0.974076 0.000554813
          76   -0.972168   -0.974051 0.000548081
          77   -0.970288   -0.974002 0.000543138
          78   -0.969368   -0.973943 0.000539415
          79   -0.973328   -0.973935 0.000532643
          80   -0.972256   -0.973914 0.000526398
          81   -0.980336   -0.973993 0.000525836
          82   -0.975832   -0.974016 0.000519901
          83   -0.968832   -0.973953 0.000517375
          84   -0.973056   -0.973943 0.000511326
          85   -0.975504   -0.973961  0.00050564
          86    -0.98608   -0.974102 0.000519025
          87   -0.977552   -0.974142 0.000514572
          88   -0.976072   -0.974164 0.000509192
          89   -0.971168    -0.97413 0.000504582
          90   -0.969672    -0.97408 0.000501401
          91   -0.975632   -0.974097 0.000496181
          92   -0.971304   -0.974067 0.000491716
          93   -0.981808    -0.97415 0.000493423
          94   -0.965432   -0.974058 0.000496814
          95   -0.979168   -0.974111 0.000494489
          96    -0.98168    -0.97419 0.000495583
          97   -0.975528   -0.974204 0.000490665
          98   -0.964408   -0.974104 0.000495736
          99   -0.981152   -0.974175 0.000495814
         100   -0.972528   -0.974159  0.00049113
