#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.643008   -0.643008           0
           2    -0.64368   -0.643344 0.000237588
           3     -0.6452   -0.643963  0.00052939
           4   -0.645664   -0.644388 0.000541594
           5   -0.646336   -0.644778  0.00055602
           6   -0.646384   -0.645045 0.000523858
           7   -0.648576    -0.64555 0.000647825
           8   -0.649112   -0.645995 0.000703427
           9   -0.643032   -0.645666 0.000698072
          10   -0.649552   -0.646054 0.000728452
          11   -0.643008   -0.645777 0.000712933
          12   -0.646096   -0.645804 0.000654016
          13   -0.645096    -0.64575  0.00060597
          14   -0.647776   -0.645894 0.000579717
          15   -0.641784    -0.64562 0.000602359
          16   -0.647232   -0.645721 0.000573072
          17   -0.646408   -0.645761 0.000540785
          18   -0.645576   -0.645751  0.00051084
          19   -0.649872   -0.645968 0.000527992
          20   -0.647096   -0.646024 0.000504596
          21   -0.647952   -0.646116 0.000488845
          22   -0.643272   -0.645987 0.000483418
          23   -0.647928   -0.646071 0.000469709
          24   -0.645288   -0.646039  0.00045127
          25   -0.646296   -0.646049 0.000433337
          26   -0.645088   -0.646012 0.000418243
          27   -0.640776   -0.645818 0.000445448
          28    -0.64352   -0.645736 0.000437035
          29    -0.64988   -0.645879 0.000444713
          30   -0.645312    -0.64586  0.00043029
          31   -0.645112   -0.645836 0.000417086
          32    -0.65008   -0.645969 0.000424616
          33   -0.649256   -0.646068 0.000423274
          34   -0.646192   -0.646072  0.00041084
          35   -0.643032   -0.645985 0.000408179
          36   -0.645112   -0.645961  0.00039756
          37   -0.648168    -0.64602 0.000391266
          38    -0.64728   -0.646053 0.000382371
          39   -0.646888   -0.646075 0.000373165
          40    -0.64912   -0.646151  0.00037152
          41   -0.645832   -0.646143  0.00036254
          42   -0.650608    -0.64625 0.000369165
          43   -0.645176   -0.646225 0.000361422
          44     -0.6464   -0.646229  0.00035323
          45   -0.645824    -0.64622 0.000345495
          46    -0.64436   -0.646179 0.000340341
          47   -0.643024   -0.646112 0.000339656
          48   -0.644504   -0.646079 0.000334228
          49   -0.647336   -0.646104  0.00032839
          50   -0.643272   -0.646048 0.000326671
          51   -0.646288   -0.646052   0.0003203
          52   -0.646704   -0.646065 0.000314386
          53     -0.6478   -0.646098 0.000310154
          54   -0.644224   -0.646063 0.000306345
          55   -0.647704   -0.646093 0.000302224
          56    -0.65312   -0.646218 0.000321827
          57   -0.644112   -0.646181 0.000318295
          58   -0.648176   -0.646216  0.00031466
          59   -0.645216   -0.646199 0.000309783
          60   -0.645688    -0.64619 0.000304736
          61   -0.644296   -0.646159 0.000301319
          62   -0.648192   -0.646192 0.000298237
          63   -0.648168   -0.646223 0.000295148
          64    -0.64528   -0.646209 0.000290904
          65    -0.64684   -0.646218 0.000286591
          66   -0.646568   -0.646224 0.000282298
          67   -0.642536   -0.646168 0.000283399
          68   -0.646384   -0.646172 0.000279249
          69   -0.646504   -0.646176 0.000275243
          70   -0.647368   -0.646193 0.000271837
          71   -0.644416   -0.646168 0.000269159
          72   -0.644312   -0.646143 0.000266653
          73   -0.643848   -0.646111 0.000264846
          74   -0.642232   -0.646059 0.000266405
          75   -0.646024   -0.646058 0.000262853
          76   -0.646208    -0.64606 0.000259402
          77    -0.64268   -0.646016 0.000259721
          78   -0.642816   -0.645975 0.000259612
          79    -0.64776   -0.645998 0.000257307
          80    -0.64548   -0.645992 0.000254172
          81   -0.644608   -0.645974 0.000251607
          82   -0.649888   -0.646022 0.000253025
          83   -0.647416   -0.646039 0.000250533
          84   -0.646912   -0.646049 0.000247766
          85   -0.645248    -0.64604  0.00024503
          86    -0.64504   -0.646028 0.000242457
          87   -0.641728   -0.645979 0.000244657
          88   -0.647776   -0.645999 0.000242727
          89   -0.644288    -0.64598  0.00024076
          90   -0.645128   -0.645971 0.000238271
          91   -0.649344   -0.646008 0.000238519
          92   -0.644816   -0.645995 0.000236278
          93   -0.646592   -0.646001 0.000233825
          94   -0.644952    -0.64599 0.000231603
          95   -0.647216   -0.646003 0.000229525
          96   -0.649184   -0.646036 0.000229513
          97   -0.645272   -0.646028 0.000227282
          98   -0.644504   -0.646013 0.000225495
          99   -0.647432   -0.646027 0.000223672
         100   -0.645024   -0.646017  0.00022166
