#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.91386     1.91386           0
           2     1.89279     1.90332  0.00745041
           3      1.8688     1.89181   0.0106279
           4     1.96675     1.91055   0.0180768
           5     1.88773     1.90598   0.0150267
           6     1.85721     1.89786    0.014556
           7     1.91524     1.90034   0.0126867
           8     1.85883     1.89515   0.0121156
           9     1.89587     1.89523   0.0107697
          10     1.91962     1.89767  0.00996517
          11      1.8987     1.89776  0.00905968
          12     1.86248     1.89482  0.00876875
          13     1.89252     1.89465  0.00809602
          14     1.92532     1.89684  0.00780861
          15     1.91724      1.8982  0.00740558
          16      1.9172     1.89939  0.00703736
          17     1.88304     1.89842  0.00668872
          18       1.879     1.89735  0.00640357
          19     1.84354     1.89451  0.00666338
          20     1.88807     1.89419    0.006338
          21     1.87343      1.8932  0.00611284
          22     1.93661     1.89518  0.00614519
          23     1.88024     1.89453   0.0059122
          24     1.91838     1.89552   0.0057488
          25     1.93165     1.89697  0.00569762
          26     1.80353     1.89337  0.00651387
          27     1.94977     1.89546  0.00659902
          28     1.97993     1.89848   0.0070191
          29     1.96619     1.90081  0.00715486
          30     1.92926     1.90176  0.00697891
          31     1.87709     1.90096  0.00679901
          32      1.8916     1.90067  0.00659283
          33     1.92004     1.90126  0.00641913
          34     1.85289     1.89984  0.00638603
          35     1.98901     1.90238  0.00669257
          36     1.92411     1.90299  0.00653381
          37     1.92669     1.90363  0.00638855
          38     1.87769     1.90295  0.00625679
          39      1.9919     1.90523  0.00649883
          40     1.88044     1.90461  0.00636584
          41     1.94732     1.90565  0.00629523
          42     1.88618     1.90519  0.00616238
          43     1.89321     1.90491  0.00602535
          44     1.91947     1.90524   0.0058975
          45     1.89654     1.90504  0.00576961
          46     1.90571     1.90506   0.0056442
          47     1.88939     1.90473  0.00553395
          48     1.91708     1.90498  0.00542464
          49     1.93223     1.90554  0.00534235
          50     1.97041     1.90684  0.00539076
          51     1.82014     1.90514  0.00554661
          52     1.85874     1.90424  0.00551125
          53     1.90728      1.9043  0.00540756
          54     1.92244     1.90464  0.00531784
          55     1.81586     1.90302  0.00546064
          56      1.8628     1.90231  0.00541015
          57     1.86281     1.90161  0.00535942
          58     1.85866     1.90087  0.00531792
          59     1.87947     1.90051  0.00524015
          60     1.88522     1.90025    0.005159
          61     1.78888     1.89843  0.00538781
          62     1.85281     1.89769  0.00535092
          63     1.97993       1.899  0.00542286
          64     1.94597     1.89973  0.00538757
          65     1.90875     1.89987  0.00530647
          66     1.88667     1.89967  0.00522984
          67     1.94967     1.90042  0.00520474
          68     1.88065     1.90013  0.00513631
          69     1.93792     1.90067  0.00509099
          70     1.87886     1.90036  0.00502779
          71     1.86682     1.89989  0.00497912
          72     1.91948     1.90016  0.00491739
          73      2.0017     1.90155  0.00504291
          74     1.92018     1.90181  0.00498104
          75     1.87801     1.90149  0.00492472
          76     1.86974     1.90107  0.00487761
          77     1.88177     1.90082   0.0048207
          78     1.88029     1.90056  0.00476608
          79     1.97863     1.90154  0.00480711
          80      1.9646     1.90233  0.00481121
          81     1.83887     1.90155  0.00481519
          82     1.95076     1.90215  0.00479372
          83       1.945     1.90267  0.00476369
          84     1.90976     1.90275  0.00470773
          85     1.98041     1.90366  0.00474018
          86     1.91702     1.90382  0.00468761
          87       1.832     1.90299  0.00470586
          88     1.84797     1.90237  0.00469374
          89     1.95157     1.90292  0.00467345
          90       1.904     1.90293  0.00462153
          91     1.99821     1.90398  0.00468785
          92     1.87383     1.90365  0.00464834
          93     1.84941     1.90307   0.0046348
          94     1.87127     1.90273  0.00459782
          95     1.86988     1.90239  0.00456241
          96     1.89724     1.90233   0.0045152
          97     1.90127     1.90232  0.00446867
          98     1.91454     1.90245  0.00442481
          99     1.89056     1.90233  0.00438174
         100     1.86357     1.90194  0.00435503
