#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.197104    0.197104           0
           2    0.196463    0.196784 0.000226625
           3     0.19651    0.196692 0.000168425
           4    0.194646    0.196181 0.000460686
           5    0.192515    0.195448 0.000752287
           6    0.195267    0.195417 0.000627508
           7    0.195196    0.195386 0.000538659
           8    0.199596    0.195912 0.000681543
           9     0.19824    0.196171 0.000653068
          10    0.193075    0.195861 0.000657067
          11    0.198986    0.196145 0.000655862
          12    0.194406       0.196 0.000617012
          13    0.194008    0.195847 0.000588269
          14    0.194099    0.195722 0.000559339
          15    0.195186    0.195686  0.00052319
          16    0.196011    0.195707 0.000490885
          17    0.199352    0.195921  0.00050669
          18    0.193569    0.195791 0.000495108
          19    0.193563    0.195673 0.000482735
          20    0.195719    0.195676 0.000458603
          21    0.197884    0.195781 0.000448664
          22     0.19693    0.195833   0.0004313
          23    0.197103    0.195888 0.000416065
          24    0.197888    0.195972 0.000406988
          25     0.19928    0.196104 0.000411667
          26    0.190804      0.1959 0.000443436
          27    0.198178    0.195984 0.000434966
          28    0.194776    0.195941 0.000421567
          29    0.199393     0.19606 0.000423495
          30    0.197367    0.196104 0.000411613
          31    0.195703    0.196091 0.000398537
          32    0.200893    0.196241 0.000413369
          33    0.203115    0.196449 0.000450273
          34    0.195716    0.196428 0.000437546
          35    0.196483    0.196429 0.000425047
          36    0.196834    0.196441 0.000413389
          37    0.194972    0.196401 0.000404117
          38    0.198735    0.196462 0.000398122
          39    0.193295    0.196381 0.000396111
          40    0.201114    0.196499 0.000403494
          41    0.195487    0.196475 0.000394408
          42    0.202727    0.196624 0.000412156
          43    0.197732    0.196649 0.000403376
          44    0.198739    0.196697 0.000396994
          45     0.20132      0.1968 0.000401247
          46    0.196307    0.196789 0.000392667
          47    0.194291    0.196736 0.000387892
          48    0.201999    0.196845 0.000395008
          49    0.189527    0.196696  0.00041422
          50    0.195598    0.196674 0.000406517
          51    0.200903    0.196757 0.000406914
          52    0.191652    0.196659 0.000410763
          53    0.194364    0.196616 0.000405288
          54    0.198416    0.196649 0.000399152
          55    0.199534    0.196701 0.000395326
          56    0.197932    0.196723 0.000388877
          57    0.196577    0.196721 0.000382063
          58    0.197467    0.196734 0.000375692
          59     0.19931    0.196777 0.000371854
          60    0.195803    0.196761 0.000366011
          61    0.191404    0.196673 0.000370395
          62    0.194315    0.196635  0.00036637
          63     0.19958    0.196682 0.000363523
          64    0.196589     0.19668 0.000357846
          65    0.201313    0.196752 0.000359368
          66    0.193297    0.196699 0.000357715
          67    0.192473    0.196636 0.000357893
          68    0.196513    0.196634 0.000352635
          69    0.196759    0.196636 0.000347529
          70    0.194705    0.196609 0.000343657
          71    0.194167    0.196574 0.000340533
          72    0.188104    0.196457 0.000355545
          73    0.195228     0.19644 0.000351073
          74    0.196084    0.196435 0.000346361
          75    0.196702    0.196439 0.000341761
          76    0.193418    0.196399 0.000339568
          77    0.189599    0.196311 0.000346452
          78    0.196953    0.196319 0.000342108
          79    0.192235    0.196267 0.000341661
          80    0.199003    0.196301 0.000339098
          81    0.191227    0.196239 0.000340648
          82    0.195246    0.196227 0.000336709
          83    0.195642    0.196219 0.000332726
          84    0.198152    0.196242 0.000329559
          85    0.192327    0.196196 0.000328886
          86    0.192564    0.196154 0.000327763
          87    0.202587    0.196228 0.000332231
          88    0.198011    0.196248 0.000329073
          89    0.196907    0.196256 0.000325459
          90    0.194847     0.19624 0.000322219
          91    0.197981    0.196259 0.000319245
          92     0.19104    0.196203 0.000320776
          93    0.199114    0.196234 0.000318851
          94    0.197296    0.196245 0.000315659
          95    0.197453    0.196258 0.000312592
          96    0.200772    0.196305 0.000312853
          97    0.196493    0.196307 0.000309633
          98     0.19656    0.196309 0.000306485
          99    0.194526    0.196291 0.000303918
         100    0.200802    0.196336 0.000304207
