#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.41744     0.41744           0
           2      0.4536     0.43552   0.0127846
           3    0.460803    0.443948   0.0109542
           4    0.456138    0.446995  0.00862915
           5    0.433998    0.444396  0.00728434
           6    0.428395    0.441729  0.00654025
           7    0.429731    0.440015  0.00582619
           8    0.452673    0.441597  0.00530841
           9    0.436432    0.441023  0.00474951
          10    0.459458    0.442867  0.00461849
          11    0.441255     0.44272  0.00420095
          12    0.449701    0.443302  0.00389094
          13    0.460148    0.444598   0.0038013
          14    0.417742     0.44268  0.00398449
          15    0.468524    0.444402  0.00407437
          16    0.443924    0.444373  0.00381984
          17      0.4499    0.444698  0.00360895
          18    0.429412    0.443849  0.00350694
          19     0.44424    0.443869  0.00332242
          20    0.442836    0.443817   0.0031567
          21    0.437072    0.443496  0.00302268
          22    0.448824    0.443738  0.00289497
          23    0.473245    0.445021   0.0030401
          24    0.441889    0.444891  0.00291623
          25    0.471076    0.445938  0.00298174
          26    0.420066    0.444943  0.00302856
          27     0.43497    0.444574  0.00293883
          28    0.455223    0.444954  0.00285837
          29    0.466169    0.445686  0.00285189
          30    0.433875    0.445292  0.00278387
          31    0.460107     0.44577  0.00273478
          32    0.446538    0.445794  0.00264942
          33     0.42759    0.445242  0.00262593
          34    0.433836    0.444907  0.00257004
          35    0.422475    0.444266  0.00257528
          36    0.421728     0.44364  0.00257872
          37    0.443429    0.443634  0.00250903
          38    0.428909    0.443247  0.00247275
          39    0.431068    0.442934  0.00242898
          40    0.413884    0.442208  0.00247445
          41    0.423135    0.441743  0.00245744
          42    0.430512    0.441475  0.00241343
          43    0.434592    0.441315  0.00236261
          44     0.42557    0.440958  0.00233585
          45    0.444347    0.441033  0.00228516
          46    0.413023    0.440424  0.00231519
          47    0.454782    0.440729    0.002286
          48    0.447304    0.440866  0.00224247
          49    0.437898    0.440806  0.00219752
          50    0.416064    0.440311  0.00220858
          51    0.437366    0.440253  0.00216603
          52    0.419075    0.439846  0.00216233
          53    0.451257    0.440061  0.00213222
          54    0.442154      0.4401  0.00209309
          55     0.42885    0.439895    0.002065
          56    0.443606    0.439962  0.00202919
          57    0.439465    0.439953  0.00199361
          58    0.431029    0.439799  0.00196516
          59    0.424522     0.43954  0.00194884
          60    0.431209    0.439401   0.0019213
          61     0.44175     0.43944  0.00189019
          62    0.422205    0.439162  0.00188003
          63    0.438064    0.439144  0.00185027
          64    0.444724    0.439232  0.00182341
          65    0.448703    0.439377  0.00180117
          66    0.441111    0.439404  0.00177407
          67     0.46079    0.439723  0.00177608
          68    0.438319    0.439702  0.00175008
          69    0.446281    0.439798  0.00172731
          70    0.430555    0.439665  0.00170768
          71    0.435476    0.439606  0.00168464
          72    0.436751    0.439567  0.00166171
          73    0.422672    0.439335  0.00165499
          74    0.471648    0.439772  0.00168924
          75    0.436832    0.439733  0.00166718
          76    0.441639    0.439758  0.00164543
          77    0.462857    0.440058  0.00165118
          78    0.415895    0.439748  0.00165881
          79    0.431093    0.439639  0.00164143
          80    0.434702    0.439577  0.00162207
          81    0.424972    0.439397  0.00161204
          82    0.441813    0.439426  0.00159265
          83    0.451715    0.439574  0.00158032
          84    0.447665     0.43967  0.00156444
          85    0.424935    0.439497  0.00155561
          86    0.426227    0.439343  0.00154516
          87    0.452765    0.439497  0.00153508
          88     0.41355    0.439202  0.00154569
          89    0.454639    0.439376  0.00153803
          90    0.448939    0.439482  0.00152461
          91    0.396143    0.439006  0.00158049
          92     0.46389    0.439276  0.00158628
          93    0.443305    0.439319  0.00156982
          94    0.436655    0.439291  0.00155337
          95    0.431461    0.439209  0.00153921
          96    0.445979    0.439279  0.00152479
          97    0.459647    0.439489  0.00152346
          98    0.412148     0.43921  0.00153325
          99    0.428096    0.439098  0.00152186
         100     0.42624    0.438969  0.00151207
