#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.581664   -0.581664           0
           2   -0.583496    -0.58258  0.00064771
           3   -0.581456   -0.582205 0.000529188
           4    -0.57932   -0.581484 0.000740111
           5   -0.584688   -0.582125 0.000824056
           6    -0.58276   -0.582231 0.000693481
           7     -0.5824   -0.582255 0.000594834
           8   -0.582984   -0.582346 0.000527416
           9   -0.581912   -0.582298 0.000471013
          10   -0.584488   -0.582517 0.000472097
          11   -0.582704   -0.582534 0.000429485
          12   -0.583104   -0.582581 0.000396315
          13   -0.581208   -0.582476 0.000379648
          14   -0.580752   -0.582353 0.000371959
          15   -0.578608   -0.582103 0.000422712
          16   -0.583944   -0.582218 0.000411656
          17   -0.584168   -0.582333 0.000403105
          18   -0.582984   -0.582369 0.000382331
          19   -0.583808   -0.582445 0.000369635
          20   -0.582208   -0.582433 0.000351343
          21   -0.582112   -0.582418 0.000334944
          22   -0.579832     -0.5823 0.000339712
          23   -0.585624   -0.582445 0.000354353
          24    -0.58096   -0.582383 0.000344944
          25     -0.5846   -0.582471 0.000342359
          26   -0.581992   -0.582453 0.000329688
          27   -0.582168   -0.582442 0.000317646
          28   -0.583312   -0.582473 0.000307816
          29    -0.58252   -0.582475 0.000297206
          30   -0.582176   -0.582465 0.000287466
          31   -0.586728   -0.582603  0.00030934
          32   -0.582376   -0.582596 0.000299754
          33   -0.585016   -0.582669 0.000299511
          34   -0.581056   -0.582621 0.000294434
          35    -0.58208   -0.582606 0.000286428
          36    -0.58104   -0.582562 0.000281755
          37   -0.584216   -0.582607 0.000277662
          38   -0.582224   -0.582597 0.000270538
          39   -0.585736   -0.582678 0.000275313
          40   -0.580232   -0.582616 0.000275135
          41   -0.583248   -0.582632 0.000268855
          42   -0.586064   -0.582714 0.000274593
          43   -0.583824   -0.582739 0.000269418
          44   -0.581712   -0.582716 0.000264305
          45     -0.5822   -0.582705  0.00025868
          46   -0.584968   -0.582754 0.000257694
          47   -0.580408   -0.582704 0.000256999
          48   -0.582656   -0.582703 0.000251647
          49   -0.580824   -0.582664 0.000249415
          50   -0.582192   -0.582655 0.000244606
          51   -0.581424   -0.582631 0.000240998
          52    -0.58232   -0.582625 0.000236437
          53   -0.582656   -0.582626 0.000231977
          54   -0.581424   -0.582603 0.000228746
          55   -0.579288   -0.582543 0.000232393
          56     -0.5816   -0.582526 0.000228852
          57    -0.58212   -0.582519 0.000224948
          58   -0.582896   -0.582526 0.000221164
          59    -0.58544   -0.582575 0.000222864
          60   -0.581656    -0.58256 0.000219675
          61   -0.580968   -0.582534 0.000217618
          62   -0.579056   -0.582477 0.000221218
          63   -0.582264   -0.582474 0.000217732
          64   -0.583192   -0.582485 0.000214619
          65   -0.584472   -0.582516 0.000213483
          66    -0.58048   -0.582485 0.000212465
          67   -0.580456   -0.582455 0.000211441
          68   -0.585288   -0.582496 0.000212397
          69   -0.585592   -0.582541 0.000214005
          70   -0.581488   -0.582526 0.000211476
          71   -0.582928   -0.582532 0.000208573
          72   -0.580008   -0.582497 0.000208601
          73   -0.581128   -0.582478 0.000206584
          74   -0.581456   -0.582464 0.000204254
          75   -0.581752   -0.582455 0.000201751
          76   -0.583824   -0.582473 0.000199899
          77   -0.585256   -0.582509 0.000200545
          78   -0.577888    -0.58245 0.000206538
          79   -0.582256   -0.582447 0.000203939
          80     -0.5828   -0.582452 0.000201437
          81   -0.583648   -0.582466 0.000199491
          82   -0.584152   -0.582487 0.000198114
          83   -0.584984   -0.582517 0.000197999
          84   -0.585136   -0.582548 0.000198081
          85   -0.582616   -0.582549 0.000195752
          86    -0.58216   -0.582544 0.000193528
          87   -0.581544   -0.582533 0.000191645
          88   -0.586624   -0.582579 0.000195025
          89   -0.584616   -0.582602 0.000194171
          90   -0.583024   -0.582607  0.00019207
          91   -0.581032    -0.58259 0.000190738
          92   -0.583168   -0.582596 0.000188768
          93      -0.585   -0.582622   0.0001885
          94   -0.581608   -0.582611 0.000186803
          95   -0.581672   -0.582601 0.000185098
          96    -0.58536    -0.58263 0.000185387
          97    -0.58072    -0.58261 0.000184519
          98   -0.585592   -0.582641 0.000185127
          99   -0.582952   -0.582644 0.000183284
         100    -0.58408   -0.582658 0.000182013
