#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.060932    0.060932           0
           2    0.061952    0.061442 0.000360624
           3    0.058688    0.060524 0.000787157
           4    0.040752    0.055581  0.00432128
           5     0.06814   0.0580928   0.0041229
           6    0.048116     0.05643  0.00375613
           7    0.063648   0.0574611  0.00335809
           8    0.037412    0.054955  0.00375891
           9    0.048488   0.0542364  0.00340925
          10    0.055452    0.054358  0.00307049
          11    0.062528   0.0551007  0.00287978
          12    0.061412   0.0556267   0.0026874
          13     0.07106   0.0568138  0.00273033
          14       0.058   0.0568986  0.00253662
          15    0.065184   0.0574509  0.00242691
          16    0.053188   0.0571845  0.00228981
          17     0.05468   0.0570372  0.00215985
          18    0.056568   0.0570111  0.00204001
          19      0.0572   0.0570211  0.00193267
          20    0.071328   0.0577364  0.00196396
          21    0.064836   0.0580745  0.00189932
          22    0.049312   0.0576762  0.00185428
          23    0.047828    0.057248  0.00182242
          24    0.042836   0.0566475  0.00184277
          25    0.062884    0.056897  0.00178586
          26    0.060444   0.0570334  0.00172238
          27    0.052264   0.0568567  0.00166762
          28      0.0791   0.0576511  0.00178729
          29     0.05756    0.057648  0.00172566
          30    0.071684   0.0581159   0.0017304
          31    0.059692   0.0581667  0.00167533
          32    0.060352    0.058235  0.00162437
          33    0.044108   0.0578069  0.00163058
          34    0.049888    0.057574  0.00159917
          35    0.051888   0.0574115  0.00156171
          36    0.062432    0.057551  0.00152454
          37    0.047688   0.0572844  0.00150646
          38    0.058064   0.0573049  0.00146696
          39    0.057984   0.0573224  0.00142945
          40     0.04756   0.0570783  0.00141439
          41     0.05052   0.0569183  0.00138891
          42    0.076192   0.0573772  0.00142964
          43    0.064332    0.057539  0.00140551
          44    0.078956   0.0580257  0.00145542
          45    0.047436   0.0577904  0.00144197
          46    0.059304   0.0578233    0.001411
          47    0.055652   0.0577771  0.00138174
          48    0.057572   0.0577728  0.00135296
          49    0.062296   0.0578651  0.00132849
          50    0.040676   0.0575214  0.00134567
          51    0.058572    0.057542  0.00131944
          52    0.063956   0.0576653  0.00129982
          53    0.065056   0.0578048  0.00128275
          54    0.061308   0.0578696  0.00126064
          55    0.059184   0.0578935  0.00123794
          56    0.054996   0.0578418  0.00121692
          57    0.074048   0.0581261  0.00122833
          58    0.071412   0.0583552  0.00122833
          59    0.061592     0.05841  0.00120873
          60    0.081072   0.0587877   0.0012462
          61     0.05158   0.0586696  0.00123136
          62    0.049148    0.058516  0.00122104
          63     0.06818   0.0586694  0.00121126
          64    0.050868   0.0585475  0.00119845
          65     0.07112   0.0587409  0.00119552
          66    0.055744   0.0586955  0.00117826
          67    0.078884   0.0589968  0.00119859
          68    0.057808   0.0589794  0.00118109
          69    0.072404   0.0591739  0.00117989
          70     0.06772    0.059296  0.00116933
          71    0.045452    0.059101  0.00116901
          72    0.063924    0.059168  0.00115469
          73     0.05304   0.0590841  0.00114192
          74    0.067412   0.0591966  0.00113202
          75    0.068448   0.0593199  0.00112363
          76    0.072276   0.0594904   0.0011217
          77     0.07328   0.0596695  0.00112134
          78    0.067644   0.0597717  0.00111161
          79    0.061616   0.0597951  0.00109778
          80    0.067072    0.059886  0.00108782
          81     0.07442   0.0600655  0.00108909
          82    0.058984   0.0600523  0.00107589
          83    0.055488   0.0599973  0.00106433
          84    0.071164   0.0601302  0.00105993
          85    0.057816    0.060103  0.00104781
          86    0.065428   0.0601649  0.00103745
          87    0.072544   0.0603072  0.00103524
          88    0.071604   0.0604356  0.00103141
          89     0.05684   0.0603952  0.00102061
          90    0.061552    0.060408  0.00100935
          91    0.063776   0.0604451 0.000998936
          92     0.04048    0.060228  0.00101138
          93    0.052372   0.0601436  0.00100402
          94    0.058104   0.0601219 0.000993575
          95    0.056776   0.0600867  0.00098374
          96      0.0602   0.0600878 0.000973494
          97     0.05144   0.0599987 0.000967531
          98    0.079824    0.060201 0.000978579
          99    0.056584   0.0601644 0.000969376
         100    0.057444   0.0601372 0.000960064
