#VELOCITY:     AVE_POFV:     PROGR_AVE_POFV:        ERROR:
     4.99689           0 3.40942e-05  0.00181552
     5.18545           0 3.30175e-05  0.00213326
     5.37401           0 1.54321e-05 0.000849035
     5.56257           0 1.86621e-05   0.0013491
   0.0942809 0.000339916  0.00034948 0.000555752
    0.282843   0.0107407   0.0256403    0.184305
    0.471405   0.0358333   0.0500418    0.218236
    0.659966   0.0873148   0.0811615    0.237622
    0.848528    0.111389    0.103371     0.27087
     1.03709    0.120093    0.113763    0.285656
     1.22565    0.127778    0.128736    0.360069
     1.41421    0.129074    0.116044    0.329466
     1.60278   0.0896296    0.106825    0.283949
     1.79134    0.120648   0.0823802    0.256874
      1.9799   0.0682407   0.0522308    0.210848
     2.16846   0.0351852   0.0378829    0.152711
     2.35702  0.00935185   0.0277549    0.137482
     2.54558   0.0224074   0.0153979    0.101636
     2.73415   0.0230556   0.0124349   0.0818018
     2.92271           0   0.0122458    0.102427
     3.11127  0.00925926  0.00445481   0.0693614
     3.29983           0  0.00236808    0.035093
     3.48839           0  0.00294974   0.0332021
     3.67696           0 0.000942728   0.0216468
     3.86552           0  0.00215644   0.0309599
     4.05408           0    0.002638   0.0384006
     4.24264           0 0.000684256   0.0208746
      4.4312           0  0.00028743   0.0154486
     4.61976           0 8.83026e-05  0.00530006
     4.80833           0 3.32475e-05  0.00195185
     4.99689           0 3.39625e-05  0.00180856
     5.18545           0   3.289e-05  0.00212507
     5.37401           0 1.53725e-05 0.000845781
     5.56257           0   1.859e-05  0.00134392
   0.0942809 0.000342231 0.000349452 0.000553623
    0.282843   0.0105556   0.0255823    0.183703
    0.471405   0.0510185   0.0500456    0.217397
    0.659966   0.0797222    0.081156    0.236709
    0.848528    0.106296    0.103382     0.26983
     1.03709   0.0958333    0.113694    0.284654
     1.22565    0.132037    0.128748    0.358687
     1.41421    0.134815    0.116116    0.328291
     1.60278    0.121204     0.10688     0.28292
     1.79134   0.0943519   0.0824263    0.255935
      1.9799   0.0591667   0.0522575    0.210057
     2.16846   0.0502778   0.0379306     0.15221
     2.35702   0.0201852   0.0277258    0.136989
     2.54558   0.0157407   0.0153992    0.101245
     2.73415   0.0161111   0.0124491   0.0815015
     2.92271  0.00277778   0.0122094    0.102108
     3.11127  0.00925926  0.00447329   0.0691233
     3.29983           0  0.00235897   0.0349718
     3.48839           0  0.00293839    0.033097
     3.67696           0 0.000939103   0.0215671
     3.86552           0  0.00214815   0.0308538
     4.05408           0  0.00262785   0.0382685
     4.24264           0 0.000681624   0.0207963
      4.4312           0 0.000286325   0.0153896
     4.61976           0  8.7963e-05   0.0052798
     4.80833           0 3.31197e-05   0.0019444
     4.99689           0 3.38319e-05  0.00180166
     5.18545           0 3.27635e-05  0.00211694
     5.37401           0 1.53134e-05 0.000842552
     5.56257           0 1.85185e-05  0.00133877
   0.0942809 0.000342408 0.000349425 0.000551509
    0.282843   0.0271296   0.0255882       0.183
    0.471405   0.0659259   0.0501064    0.216663
    0.659966   0.0958333   0.0812122     0.23588
    0.848528   0.0889815    0.103327    0.268862
     1.03709    0.110741    0.113683    0.283566
     1.22565   0.0872222    0.128589    0.357724
     1.41421    0.115926    0.116115    0.327033
     1.60278    0.106019    0.106877    0.281836
     1.79134   0.0993519   0.0824911     0.25505
      1.9799   0.0778704   0.0523556    0.209519
     2.16846   0.0493519   0.0379743      0.1517
     2.35702   0.0265741   0.0277214    0.136465
     2.54558   0.0181481   0.0154097    0.100864
     2.73415   0.0141667   0.0124557   0.0811923
     2.92271  0.00361111   0.0121765    0.101779
     3.11127  0.00925926  0.00449163   0.0688869
     3.29983           0  0.00234994   0.0348514
     3.48839           0  0.00292713   0.0329925
     3.67696           0 0.000935504   0.0214879
     3.86552           0  0.00213992   0.0307484
     4.05408           0  0.00261778   0.0381374
     4.24264           0 0.000679012   0.0207185
      4.4312           0 0.000285228   0.0153311
     4.61976           0 8.76259e-05  0.00525969
     4.80833           0 3.29928e-05  0.00193699
     4.99689           0 3.37023e-05  0.00179481
     5.18545           0  3.2638e-05  0.00210887
     5.37401           0 1.52547e-05 0.000839348
     5.56257           0 1.84476e-05  0.00133366
   0.0942809 0.000373094 0.000349515 0.000549491
    0.282843   0.0138889   0.0255435    0.182365
    0.471405   0.0541667   0.0501219    0.215843
    0.659966    0.099537   0.0812822    0.235101
    0.848528   0.0814815    0.103244    0.267987
     1.03709    0.101204    0.113635    0.282531
     1.22565   0.0991667    0.128477    0.356564
     1.41421      0.0975    0.116044    0.325875
     1.60278    0.111204    0.106894    0.280766
     1.79134    0.115185   0.0826159    0.254432
      1.9799   0.0847222   0.0524791    0.209144
     2.16846   0.0467593   0.0380078    0.151164
     2.35702   0.0344444    0.027747    0.135973
     2.54558   0.0158333   0.0154114    0.100479
     2.73415   0.0276852   0.0125138   0.0811247
     2.92271  0.00574074   0.0121519    0.101425
     3.11127        0.01  0.00451265   0.0686613
     3.29983           0  0.00234097   0.0347319
     3.48839           0  0.00291596   0.0328887
     3.67696           0 0.000931934   0.0214094
     3.86552           0  0.00213175   0.0306436
     4.05408           0  0.00260779   0.0380071
     4.24264           0 0.000676421   0.0206413
      4.4312           0 0.000284139    0.015273
     4.61976           0 8.72915e-05  0.00523974
     4.80833           0 3.28668e-05  0.00192965
     4.99689           0 3.35736e-05  0.00178802
     5.18545           0 3.25134e-05  0.00210086
     5.37401           0 1.51965e-05 0.000836168
     5.56257           0 1.83772e-05  0.00132859
   0.0942809 0.000366766 0.000349581 0.000547447
    0.282843  0.00990741   0.0254841    0.181785
    0.471405   0.0437037   0.0500975    0.215038
    0.659966   0.0666667   0.0812266    0.234284
    0.848528    0.082963    0.103166    0.267097
     1.03709    0.112222     0.11363    0.281457
     1.22565    0.119352    0.128442    0.355228
     1.41421      0.1425    0.116145    0.324817
     1.60278    0.108796    0.106901      0.2797
     1.79134    0.105278   0.0827021    0.253635
      1.9799   0.0692593    0.052543    0.208462
     2.16846   0.0615741   0.0380975    0.150899
     2.35702   0.0286111   0.0277503    0.135456
     2.54558   0.0103704   0.0153922    0.100118
     2.73415        0.02   0.0125422   0.0808745
     2.92271  0.00138889    0.012111    0.101136
     3.11127   0.0123148  0.00454232    0.068475
     3.29983   0.0012963  0.00233699   0.0346025
     3.48839           0  0.00290487   0.0327854
     3.67696           0  0.00092839   0.0213314
     3.86552           0  0.00212364   0.0305396
     4.05408           0  0.00259787   0.0378776
     4.24264           0 0.000673849   0.0205647
      4.4312           0 0.000283059   0.0152154
     4.61976           0 8.69596e-05  0.00521994
     4.80833           0 3.27419e-05  0.00192236
     4.99689           0  3.3446e-05  0.00178127
     5.18545           0 3.23898e-05  0.00209292
     5.37401           0 1.51387e-05 0.000833012
     5.56257           0 1.83073e-05  0.00132356
   0.0942809 0.000374236 0.000349674 0.000545466
    0.282843  0.00694444   0.0254139    0.181254
    0.471405   0.0422222   0.0500677    0.214248
    0.659966   0.0539815   0.0811234    0.233661
    0.848528   0.0952778    0.103137    0.266105
     1.03709    0.130463    0.113694    0.280475
     1.22565      0.1425    0.128495    0.353929
     1.41421    0.101019    0.116087    0.323645
     1.60278   0.0987963     0.10687     0.27866
     1.79134   0.0905556   0.0827318    0.252694
      1.9799   0.0883333   0.0526785    0.208186
     2.16846   0.0725926   0.0382281    0.150986
     2.35702   0.0331481   0.0277708    0.134961
     2.54558   0.0146296   0.0153893   0.0997395
     2.73415  0.00981481   0.0125319   0.0805759
     2.92271  0.00481481   0.0120833    0.100797
     3.11127   0.0149074  0.00458158   0.0683468
     3.29983           0  0.00232814   0.0344846
     3.48839           0  0.00289387   0.0326827
     3.67696           0 0.000924874    0.021254
     3.86552           0   0.0021156   0.0304363
     4.05408           0  0.00258803   0.0377491
     4.24264           0 0.000671296   0.0204887
      4.4312           0 0.000281987   0.0151582
     4.61976           0 8.66302e-05  0.00520029
     4.80833           0 3.26178e-05  0.00191512
     4.99689           0 3.33193e-05  0.00177458
     5.18545           0 3.22671e-05  0.00208503
     5.37401           0 1.50814e-05 0.000829879
     5.56257           0 1.82379e-05  0.00131857
   0.0942809 0.000369283 0.000349748 0.000543467
    0.282843   0.0116667    0.025362    0.180657
    0.471405   0.0412963   0.0500346    0.213469
    0.659966   0.0802778   0.0811202     0.23278
    0.848528    0.105185    0.103144    0.265102
     1.03709    0.106481    0.113666    0.279432
     1.22565    0.125556    0.128484    0.352595
     1.41421    0.123611    0.116116    0.322438
     1.60278    0.105648    0.106865    0.277609
     1.79134   0.0992593   0.0827942    0.251831
      1.9799   0.0676852   0.0527352     0.20749
     2.16846   0.0461111   0.0382579     0.15045
     2.35702   0.0214815    0.027747    0.134476
     2.54558   0.0143519   0.0153854    0.099364
     2.73415   0.0134259   0.0125353   0.0802726
     2.92271   0.0128704   0.0120863    0.100417
     3.11127   0.0138889   0.0046167    0.068194
     3.29983  0.00981481  0.00235639   0.0344892
     3.48839           0  0.00288295   0.0325807
     3.67696           0 0.000921384   0.0211771
     3.86552           0  0.00210762   0.0303337
     4.05408           0  0.00257827   0.0376213
     4.24264           0 0.000668763   0.0204132
      4.4312           0 0.000280922   0.0151014
     4.61976           0 8.63033e-05  0.00518079
     4.80833           0 3.24948e-05  0.00190794
     4.99689           0 3.31936e-05  0.00176793
     5.18545           0 3.21454e-05  0.00207721
     5.37401           0 1.50245e-05 0.000826771
     5.56257           0 1.81691e-05  0.00131362
   0.0942809 0.000351565 0.000349755 0.000541424
    0.282843   0.0212037   0.0253464    0.179986
    0.471405   0.0392593   0.0499941    0.212711
    0.659966    0.072037    0.081086    0.231934
    0.848528   0.0803704    0.103059    0.264267
     1.03709      0.1175    0.113681    0.278386
     1.22565    0.146944    0.128554     0.35135
     1.41421    0.141944    0.116213    0.321397
     1.60278    0.117963    0.106907    0.276602
     1.79134   0.0886111   0.0828161    0.250895
      1.9799   0.0590741    0.052759    0.206726
     2.16846    0.030463   0.0382286    0.149918
     2.35702   0.0215741   0.0277238    0.133994
     2.54558   0.0227778   0.0154132   0.0990358
     2.73415   0.0161111   0.0125487    0.079984
     2.92271   0.0113889   0.0120837     0.10004
     3.11127   0.0113889  0.00464216   0.0679931
     3.29983 0.000555556  0.00234962   0.0343673
     3.48839           0  0.00287211   0.0324792
     3.67696           0  0.00091792   0.0211008
     3.86552           0  0.00209969   0.0302317
     4.05408           0  0.00256857   0.0374945
     4.24264           0 0.000666249   0.0203382
      4.4312           0 0.000279866   0.0150451
     4.61976           0 8.59788e-05  0.00516143
     4.80833           0 3.23726e-05  0.00190082
     4.99689           0 3.30688e-05  0.00176134
     5.18545           0 3.20245e-05  0.00206944
     5.37401           0  1.4968e-05 0.000823685
     5.56257           0 1.81008e-05   0.0013087
   0.0942809 0.000355049 0.000349775   0.0005394
    0.282843  0.00962963   0.0252875    0.179424
    0.471405   0.0480556   0.0499868    0.211916
    0.659966   0.0787963   0.0810775    0.231067
    0.848528   0.0831481    0.102984      0.2634
     1.03709    0.126667    0.113729    0.277393
     1.22565    0.127037    0.128548    0.350034
     1.41421    0.100556    0.116154    0.320255
     1.60278    0.132407    0.107003    0.275758
     1.79134   0.0988889   0.0828763    0.250039
      1.9799   0.0894444   0.0528964    0.206484
     2.16846   0.0431481    0.038247     0.14937
     2.35702   0.0125926   0.0276672    0.133632
     2.54558   0.0109259   0.0153964   0.0986815
     2.73415  0.00462963   0.0125191   0.0797485
     2.92271   0.0151852   0.0120953   0.0996729
     3.11127   0.0157407  0.00468373   0.0678865
     3.29983  0.00138889  0.00234603   0.0342408
     3.48839 9.25926e-05   0.0028617    0.032377
     3.67696           0 0.000914482    0.021025
     3.86552           0  0.00209183   0.0301304
     4.05408           0  0.00255895   0.0373684
     4.24264           0 0.000663754   0.0202638
      4.4312           0 0.000278818   0.0149892
     4.61976           0 8.56568e-05  0.00514221
     4.80833           0 3.22514e-05  0.00189374
     4.99689           0 3.29449e-05  0.00175479
     5.18545           0 3.19046e-05  0.00206173
     5.37401           0 1.49119e-05 0.000820622
     5.56257           0  1.8033e-05  0.00130382
   0.0942809 0.000328236 0.000349695 0.000537457
    0.282843  0.00824074   0.0252239    0.178886
    0.471405   0.0513889   0.0499921    0.211126
    0.659966   0.0773148   0.0810634     0.23021
    0.848528    0.100648    0.102975    0.262419
     1.03709    0.133981    0.113805    0.276478
     1.22565    0.138889    0.128587    0.348753
     1.41421    0.122685    0.116178    0.319071
     1.60278    0.128333    0.107082    0.274863
     1.79134    0.104537   0.0829571    0.249259
      1.9799   0.0474074   0.0528759    0.205725
     2.16846    0.030463   0.0382179    0.148845
     2.35702  0.00537037    0.027584    0.133435
     2.54558       0.015   0.0153949   0.0983134
     2.73415  0.00777778   0.0125014   0.0794738
     2.92271  0.00981481   0.0120868   0.0993053
     3.11127   0.0100926  0.00470391   0.0676681
     3.29983  0.00101852  0.00234107   0.0341172
     3.48839  0.00435185  0.00286726   0.0322618
     3.67696           0  0.00091107   0.0209498
     3.86552           0  0.00208402   0.0300298
     4.05408           0  0.00254941   0.0372432
     4.24264           0 0.000661277     0.02019
      4.4312           0 0.000277778   0.0149337
     4.61976           0 8.53372e-05  0.00512314
     4.80833           0  3.2131e-05  0.00188672
     4.99689           0  3.2822e-05  0.00174829
     5.18545           0 3.17855e-05  0.00205408
     5.37401           0 1.48563e-05 0.000817582
     5.56257           0 1.79657e-05  0.00129897
   0.0942809 0.000311071 0.000349551 0.000535683
    0.282843   0.0216667   0.0252107    0.178226
    0.471405   0.0603704   0.0500306    0.210382
    0.659966   0.0717593   0.0810288    0.229384
    0.848528    0.110741    0.103004    0.261462
     1.03709    0.138611    0.113897     0.27563
     1.22565    0.151019     0.12867    0.347573
     1.41421    0.128519    0.116224    0.317924
     1.60278   0.0890741    0.107015    0.273936
     1.79134   0.0911111   0.0829874    0.248354
      1.9799   0.0444444   0.0528446    0.204988
     2.16846   0.0423148   0.0382332    0.148301
     2.35702   0.0106481    0.027521    0.133112
     2.54558   0.0143519    0.015391   0.0979488
     2.73415  0.00435185   0.0124711   0.0792457
     2.92271   0.0087037   0.0120742   0.0989454
     3.11127   0.0115741  0.00472945   0.0674728
     3.29983           0  0.00233237   0.0340033
     3.48839           0   0.0028566   0.0321624
     3.67696           0 0.000907683   0.0208751
     3.86552           0  0.00207628   0.0299298
     4.05408           0  0.00253993   0.0371188
     4.24264           0 0.000658819   0.0201167
      4.4312           0 0.000276745   0.0148786
     4.61976           0   8.502e-05  0.00510421
     4.80833           0 3.20116e-05  0.00187975
     4.99689           0    3.27e-05  0.00174184
     5.18545           0 3.16674e-05  0.00204648
     5.37401           0  1.4801e-05 0.000814565
     5.56257           0 1.78989e-05  0.00129417
   0.0942809 0.000313644 0.000349418 0.000533892
    0.282843   0.0258333    0.025213    0.177567
    0.471405   0.0632407   0.0500796     0.20967
    0.659966   0.0736111   0.0810014    0.228554
    0.848528   0.0637963    0.102859    0.260963
     1.03709    0.143796    0.114008    0.274868
     1.22565    0.186481    0.128884    0.347054
     1.41421    0.122685    0.116248    0.316757
     1.60278   0.0867593     0.10694    0.273041
     1.79134   0.0910185   0.0830171    0.247455
      1.9799   0.0409259   0.0528004    0.204284
     2.16846   0.0355556   0.0382233    0.147756
     2.35702   0.0246296   0.0275103    0.132624
     2.54558   0.0173148   0.0153981    0.097589
     2.73415    0.010463   0.0124636   0.0789563
     2.92271           0   0.0120295   0.0986967
     3.11127  0.00925926  0.00474623   0.0672472
     3.29983           0  0.00232373   0.0338902
     3.48839           0  0.00284602   0.0320636
     3.67696           0 0.000904321    0.020801
     3.86552           0  0.00206859   0.0298304
     4.05408           0  0.00253052   0.0369953
     4.24264           0 0.000656379   0.0200439
      4.4312           0  0.00027572   0.0148239
     4.61976           0 8.47051e-05  0.00508542
     4.80833           0  3.1893e-05  0.00187283
     4.99689           0 3.25789e-05  0.00173544
     5.18545           0 3.15501e-05  0.00203894
     5.37401           0 1.47462e-05 0.000811569
     5.56257           0 1.78326e-05  0.00128939
   0.0942809 0.000329743 0.000349345 0.000531979
    0.282843   0.0168519   0.0251821    0.176943
    0.471405   0.0441667   0.0500577    0.208909
    0.659966   0.0819444   0.0810049    0.227711
    0.848528   0.0836111    0.102788    0.260113
     1.03709    0.117778    0.114022    0.273858
     1.22565    0.167685    0.129027    0.346117
     1.41421   0.0974074    0.116179    0.315677
     1.60278    0.110185    0.106952    0.272037
     1.79134    0.131204    0.083195    0.247286
      1.9799   0.0715741   0.0528697    0.203668
     2.16846   0.0296296   0.0381915     0.14725
     2.35702   0.0159259   0.0274675    0.132215
     2.54558  0.00703704   0.0153673   0.0972858
     2.73415    0.014537   0.0124713   0.0786693
     2.92271           0   0.0119851   0.0984489
     3.11127  0.00925926  0.00476288   0.0670231
     3.29983           0  0.00231516   0.0337777
     3.48839           0  0.00283552   0.0319653
     3.67696           0 0.000900984   0.0207273
     3.86552           0  0.00206095   0.0297318
     4.05408           0  0.00252118   0.0368725
     4.24264           0 0.000653957   0.0199717
      4.4312           0 0.000274703   0.0147696
     4.61976           0 8.43925e-05  0.00506677
     4.80833           0 3.17753e-05  0.00186596
     4.99689           0 3.24587e-05  0.00172909
     5.18545           0 3.14336e-05  0.00203145
     5.37401           0 1.46918e-05 0.000808596
     5.56257           0 1.77668e-05  0.00128465
   0.0942809 0.000337327 0.000349301 0.000530045
    0.282843   0.0284259    0.025194    0.176297
    0.471405       0.045   0.0500391    0.208151
    0.659966   0.0537037   0.0809045    0.227131
    0.848528      0.0925     0.10275    0.259189
     1.03709    0.134074    0.114096    0.272967
     1.22565    0.151111    0.129108    0.344956
     1.41421    0.138056    0.116259    0.314636
     1.60278      0.0875    0.106881    0.271146
     1.79134    0.111759      0.0833    0.246636
      1.9799   0.0693519   0.0529303    0.203024
     2.16846   0.0243519   0.0381407    0.146811
     2.35702  0.00787037   0.0273955    0.131958
     2.54558    0.010463   0.0153493   0.0969476
     2.73415   0.0234259   0.0125116   0.0785002
     2.92271   0.0114815   0.0119833   0.0980871
     3.11127  0.00925926  0.00477941   0.0668005
     3.29983           0  0.00230664   0.0336661
     3.48839           0   0.0028251   0.0318676
     3.67696           0 0.000897672   0.0206542
     3.86552           0  0.00205338   0.0296337
     4.05408           0  0.00251191   0.0367505
     4.24264           0 0.000651552   0.0198999
      4.4312           0 0.000273693   0.0147157
     4.61976           0 8.40822e-05  0.00504825
     4.80833           0 3.16585e-05  0.00185915
     4.99689           0 3.23393e-05  0.00172278
     5.18545           0 3.13181e-05  0.00202402
     5.37401           0 1.46378e-05 0.000805644
     5.56257           0 1.77015e-05  0.00127995
   0.0942809 0.000338786 0.000349263  0.00052812
    0.282843   0.0162037   0.0251611    0.175687
    0.471405   0.0635185   0.0500885    0.207457
    0.659966   0.0765741   0.0808886    0.226306
    0.848528   0.0950926    0.102722    0.258257
     1.03709    0.114815    0.114098    0.271967
     1.22565    0.129907    0.129111    0.343693
     1.41421       0.135    0.116328     0.31357
     1.60278   0.0744444    0.106762    0.270457
     1.79134    0.115648   0.0834185    0.246065
      1.9799   0.0748148   0.0530104    0.202465
     2.16846   0.0337963   0.0381247    0.146284
     2.35702   0.0269444   0.0273938    0.131474
     2.54558  0.00759259   0.0153209   0.0966411
     2.73415   0.0227778   0.0125492   0.0783176
     2.92271      0.0025   0.0119485   0.0977996
     3.11127   0.0103704  0.00479989   0.0665924
     3.29983           0   0.0022982   0.0335551
     3.48839           0  0.00281475   0.0317705
     3.67696           0 0.000894383   0.0205816
     3.86552           0  0.00204586   0.0295363
     4.05408           0  0.00250271   0.0366293
     4.24264           0 0.000649166   0.0198287
      4.4312           0  0.00027269   0.0146622
     4.61976           0 8.37743e-05  0.00502987
     4.80833           0 3.15425e-05  0.00185238
     4.99689           0 3.22209e-05  0.00171652
     5.18545           0 3.12034e-05  0.00201665
     5.37401           0 1.45842e-05 0.000802714
     5.56257           0 1.76367e-05  0.00127528
   0.0942809 0.000338608 0.000349224 0.000526209
    0.282843   0.0272222   0.0251686    0.175047
    0.471405   0.0612037   0.0501291    0.206746
    0.659966   0.0748148   0.0808665    0.225493
    0.848528   0.0980556    0.102705    0.257321
     1.03709    0.151019    0.114233    0.271363
     1.22565     0.13287    0.129125    0.342441
     1.41421   0.0899074    0.116231    0.312599
     1.60278   0.0708333    0.106631     0.26984
     1.79134   0.0848148   0.0834236    0.245167
      1.9799   0.0907407   0.0531481    0.202271
     2.16846   0.0385185   0.0381262     0.14575
     2.35702   0.0242593   0.0273824       0.131
     2.54558   0.0193519   0.0153356   0.0963014
     2.73415   0.0176852   0.0125679    0.078058
     2.92271  0.00796296    0.011934   0.0974553
     3.11127  0.00925926  0.00481617   0.0663725
     3.29983           0  0.00228981   0.0334449
     3.48839           0  0.00280447   0.0316739
     3.67696           0 0.000891119   0.0205095
     3.86552           0  0.00203839   0.0294395
     4.05408           0  0.00249358   0.0365089
     4.24264           0 0.000646796    0.019758
      4.4312           0 0.000271695   0.0146091
     4.61976           0 8.34685e-05  0.00501162
     4.80833           0 3.14274e-05  0.00184566
     4.99689           0 3.21033e-05   0.0017103
     5.18545           0 3.10895e-05  0.00200933
     5.37401           0  1.4531e-05 0.000799805
     5.56257           0 1.75723e-05  0.00127065
   0.0942809 0.000356317  0.00034925 0.000524303
    0.282843    0.030463   0.0251879    0.174423
    0.471405   0.0503704     0.05013    0.205994
    0.659966   0.0680556   0.0808199    0.224729
    0.848528   0.0747222    0.102603     0.25662
     1.03709    0.152593    0.114372    0.270795
     1.22565    0.150741    0.129204    0.341301
     1.41421    0.115278    0.116228    0.311462
     1.60278   0.0505556    0.106427    0.269756
     1.79134   0.0805556   0.0834131    0.244278
      1.9799   0.0726852   0.0532192    0.201681
     2.16846    0.059537    0.038204    0.145462
     2.35702    0.025463   0.0273754    0.130526
     2.54558   0.0262963   0.0153754   0.0960474
     2.73415    0.022037   0.0126024   0.0778627
     2.92271  0.00972222   0.0119259   0.0971047
     3.11127  0.00925926  0.00483232   0.0661541
     3.29983           0  0.00228148   0.0333353
     3.48839           0  0.00279428   0.0315778
     3.67696           0 0.000887879   0.0204379
     3.86552           0  0.00203098   0.0293433
     4.05408           0  0.00248451   0.0363893
     4.24264           0 0.000644444   0.0196878
      4.4312           0 0.000270707   0.0145563
     4.61976           0  8.3165e-05   0.0049935
     4.80833           0 3.13131e-05  0.00183899
     4.99689           0 3.19865e-05  0.00170413
     5.18545           0 3.09764e-05  0.00200206
     5.37401           0 1.44781e-05 0.000796917
     5.56257           0 1.75084e-05  0.00126604
   0.0942809 0.000355474 0.000349272 0.000522409
    0.282843   0.0143519   0.0251486    0.173843
    0.471405   0.0422222   0.0501013    0.205271
    0.659966   0.0681481    0.080774    0.223969
    0.848528    0.087963     0.10255    0.255754
     1.03709    0.134722    0.114446     0.26993
     1.22565    0.149352    0.129277    0.340156
     1.41421     0.12463    0.116258    0.310351
     1.60278    0.106759    0.106428    0.268779
     1.79134   0.0703704   0.0833659    0.243447
      1.9799   0.0590741   0.0532404    0.200963
     2.16846   0.0546296   0.0382636    0.145077
     2.35702   0.0274074   0.0273755    0.130053
     2.54558   0.0231481   0.0154036   0.0957475
     2.73415   0.0217593   0.0126355   0.0776629
     2.92271  0.00509259   0.0119012   0.0967897
     3.11127   0.0103704  0.00485239   0.0659499
     3.29983           0  0.00227322   0.0332265
     3.48839           0  0.00278415   0.0314824
     3.67696           0 0.000884662   0.0203668
     3.86552           0  0.00202362   0.0292478
     4.05408           0  0.00247551   0.0362704
     4.24264           0  0.00064211    0.019618
      4.4312           0 0.000269726    0.014504
     4.61976           0 8.28637e-05  0.00497552
     4.80833           0 3.11997e-05  0.00183237
     4.99689           0 3.18706e-05    0.001698
     5.18545           0 3.08642e-05  0.00199484
     5.37401           0 1.44257e-05 0.000794049
     5.56257           0  1.7445e-05  0.00126147
   0.0942809 0.000362182 0.000349319 0.000520547
    0.282843   0.0113889   0.0250989    0.173298
    0.471405   0.0247222   0.0500097    0.204768
    0.659966   0.0858333   0.0807922    0.223169
    0.848528   0.0887963    0.102501    0.254887
     1.03709    0.121111     0.11447    0.268968
     1.22565    0.130741    0.129282    0.338928
     1.41421    0.125185    0.116291     0.30925
     1.60278    0.099537    0.106403    0.267822
     1.79134   0.0996296   0.0834246     0.24265
      1.9799   0.0639815   0.0532792    0.200282
     2.16846   0.0685185   0.0383728    0.145032
     2.35702   0.0209259   0.0273523    0.129608
     2.54558   0.0309259   0.0154596    0.095593
     2.73415   0.0142593   0.0126414   0.0773852
     2.92271   0.0012963   0.0118629   0.0965286
     3.11127  0.00925926   0.0048683   0.0657342
     3.29983           0  0.00226501   0.0331184
     3.48839           0   0.0027741   0.0313874
     3.67696           0 0.000881468   0.0202962
     3.86552           0  0.00201631   0.0291528
     4.05408           0  0.00246657   0.0361523
     4.24264           0 0.000639791   0.0195488
      4.4312           0 0.000268753    0.014452
     4.61976           0 8.25645e-05  0.00495766
     4.80833           0  3.1087e-05  0.00182579
     4.99689           0 3.17556e-05  0.00169191
     5.18545           0 3.07528e-05  0.00198767
     5.37401           0 1.43736e-05 0.000791203
     5.56257           0  1.7382e-05  0.00125694
   0.0942809 0.000367694 0.000349385 0.000518723
    0.282843   0.0062037    0.025031     0.17283
    0.471405   0.0558333   0.0500306    0.204044
    0.659966        0.09   0.0808253    0.222395
    0.848528   0.0672222    0.102374    0.254338
     1.03709    0.110185    0.114455    0.268006
     1.22565    0.117778    0.129241    0.337739
     1.41421    0.125833    0.116325     0.30816
     1.60278    0.111481    0.106422    0.266866
     1.79134    0.106481   0.0835075    0.241943
      1.9799   0.0911111   0.0534153      0.2001
     2.16846   0.0365741   0.0383663    0.144512
     2.35702   0.0169444   0.0273148    0.129205
     2.54558   0.0185185   0.0154706   0.0952565
     2.73415   0.0233333   0.0126799   0.0772182
     2.92271   0.0107407   0.0118588   0.0961823
     3.11127   0.0111111  0.00489075   0.0655425
     3.29983           0  0.00225686   0.0330109
     3.48839           0  0.00276412    0.031293
     3.67696           0 0.000878297   0.0202261
     3.86552           0  0.00200906   0.0290585
     4.05408           0   0.0024577    0.036035
     4.24264           0  0.00063749   0.0194801
      4.4312           0 0.000267786   0.0144004
     4.61976           0 8.22675e-05  0.00493993
     4.80833           0 3.09752e-05  0.00181927
     4.99689           0 3.16414e-05  0.00168587
     5.18545           0 3.06422e-05  0.00198056
     5.37401           0 1.43219e-05 0.000788376
     5.56257           0 1.73195e-05  0.00125244
   0.0942809 0.000354335 0.000349403 0.000516868
    0.282843   0.0249074   0.0250305    0.172211
    0.471405   0.0482407   0.0500242    0.203314
    0.659966   0.0759259   0.0808078    0.221606
    0.848528   0.0874074     0.10232    0.253493
     1.03709    0.100556    0.114405      0.2671
     1.22565    0.132963    0.129254    0.336531
     1.41421    0.117222    0.116328    0.307056
     1.60278    0.107407    0.106425     0.26591
     1.79134    0.109167   0.0835995    0.241279
      1.9799   0.0774074   0.0535013    0.199598
     2.16846   0.0503704   0.0384093    0.144069
     2.35702   0.0119444   0.0272597    0.128879
     2.54558   0.0128704   0.0154613   0.0949204
     2.73415   0.0228704   0.0127164   0.0770421
     2.92271 0.000462963    0.011818   0.0959387
     3.11127   0.0106481  0.00491139   0.0653454
     3.29983  0.00425926  0.00226404   0.0329017
     3.48839  0.00166667  0.00276019   0.0311837
     3.67696           0 0.000875149   0.0201565
     3.86552           0  0.00200186   0.0289647
     4.05408           0  0.00244889   0.0359184
     4.24264           0 0.000635205   0.0194118
      4.4312           0 0.000266826   0.0143491
     4.61976           0 8.19727e-05  0.00492233
     4.80833           0 3.08642e-05  0.00181278
     4.99689           0 3.15279e-05  0.00167987
     5.18545           0 3.05323e-05   0.0019735
     5.37401           0 1.42705e-05  0.00078557
     5.56257           0 1.72574e-05  0.00124796
   0.0942809 0.000354617 0.000349421 0.000515026
    0.282843   0.0312037   0.0250526    0.171612
    0.471405   0.0385185   0.0499831    0.202636
