           1    0.511398
           2    0.510894
           3    0.509873
           4    0.509972
           5    0.510299
           6    0.510883
           7    0.510844
           8     0.51093
           9     0.51123
          10    0.511066
          11    0.510827
          12    0.510881
          13    0.510668
          14    0.510764
          15    0.510689
          16    0.510693
          17    0.510815
          18    0.510621
          19    0.510399
          20    0.510228
          21    0.510391
          22    0.510426
          23    0.510261
          24    0.510259
          25    0.510226
          26    0.510236
          27    0.510201
          28    0.510146
          29    0.510088
          30    0.510094
          31    0.510172
          32    0.510254
          33    0.510271
          34    0.510287
          35    0.510224
          36    0.510172
          37    0.510242
          38     0.51023
          39    0.510173
          40    0.510134
          41    0.510127
          42    0.510161
          43     0.51013
          44    0.510143
          45    0.510167
          46    0.510176
          47    0.510152
          48    0.510127
          49    0.510167
          50    0.510172
          51    0.510199
          52    0.510218
          53    0.510189
          54    0.510206
          55    0.510227
          56    0.510196
          57    0.510216
          58    0.510244
          59    0.510233
          60    0.510251
          61    0.510223
          62    0.510248
          63    0.510257
          64    0.510223
          65    0.510264
          66    0.510241
          67    0.510241
          68    0.510264
          69    0.510275
          70    0.510255
          71    0.510259
          72    0.510236
          73    0.510212
          74    0.510181
          75    0.510163
          76    0.510191
          77    0.510179
          78    0.510182
          79    0.510189
          80    0.510175
          81    0.510156
          82    0.510148
          83    0.510147
          84    0.510094
          85    0.510108
          86    0.510089
          87    0.510074
          88    0.510117
          89    0.510083
          90    0.510074
          91    0.510069
          92    0.510067
          93    0.510089
          94    0.510099
          95    0.510088
          96     0.51013
          97    0.510081
          98    0.510091
          99    0.510054
         100    0.510055
           1    0.511355
           2    0.509873
           3    0.510115
           4    0.510883
           5    0.510975
           6     0.51123
           7    0.510922
           8    0.510881
           9    0.510743
          10    0.510689
          11    0.510764
          12    0.510621
          13    0.510241
          14    0.510391
          15    0.510326
          16    0.510259
          17    0.510168
          18    0.510201
          19    0.510111
          20    0.510094
          21    0.510191
          22    0.510271
          23    0.510255
          24    0.510172
          25    0.510198
          26    0.510173
          27    0.510102
          28    0.510161
          29    0.510099
          30    0.510167
          31    0.510182
          32    0.510127
          33    0.510187
          34    0.510199
          35    0.510202
          36    0.510206
          37    0.510213
          38    0.510216
          39     0.51023
          40    0.510251
          41    0.510246
          42    0.510257
          43    0.510255
          44    0.510241
          45     0.51028
          46    0.510275
          47    0.510248
          48    0.510236
          49    0.510192
          50    0.510163
          51    0.510195
          52    0.510182
          53    0.510168
          54    0.510156
          55    0.510141
          56    0.510094
          57    0.510097
          58    0.510074
          59    0.510093
          60    0.510074
          61    0.510074
          62    0.510089
          63    0.510081
          64     0.51013
          65    0.510088
          66    0.510054
          67    0.510048
          68     0.51006
          69    0.510043
          70    0.510032
          71    0.510054
          72    0.510028
          73     0.51006
          74    0.510098
          75    0.510119
          76    0.510124
          77    0.510133
          78    0.510145
          79    0.510155
          80    0.510166
          81    0.510176
          82     0.51019
          83    0.510185
          84    0.510205
          85    0.510191
          86    0.510206
          87    0.510195
          88    0.510177
          89    0.510165
          90    0.510161
          91    0.510166
          92    0.510198
          93    0.510167
          94    0.510122
          95    0.510112
          96    0.510093
          97    0.510103
          98    0.510108
          99    0.510095
         100    0.510098
           1    0.511355
           2    0.509873
           3    0.510115
           4    0.510883
           5    0.510975
           6     0.51123
           7    0.510922
           8    0.510881
           9    0.510743
          10    0.510689
          11    0.510764
          12    0.510621
          13    0.510241
          14    0.510391
          15    0.510326
          16    0.510259
          17    0.510168
          18    0.510201
          19    0.510111
          20    0.510094
          21    0.510191
          22    0.510271
          23    0.510255
          24    0.510172
          25    0.510198
          26    0.510173
          27    0.510102
          28    0.510161
          29    0.510099
          30    0.510167
          31    0.510182
          32    0.510127
          33    0.510187
          34    0.510199
          35    0.510202
          36    0.510206
          37    0.510213
          38    0.510216
          39     0.51023
          40    0.510251
          41    0.510246
          42    0.510257
          43    0.510255
          44    0.510241
          45     0.51028
          46    0.510275
          47    0.510248
          48    0.510236
          49    0.510192
          50    0.510163
          51    0.510195
          52    0.510182
          53    0.510168
          54    0.510156
          55    0.510141
          56    0.510094
          57    0.510097
          58    0.510074
          59    0.510093
          60    0.510074
          61    0.510074
          62    0.510089
          63    0.510081
          64     0.51013
          65    0.510088
          66    0.510054
          67    0.510048
          68     0.51006
          69    0.510043
          70    0.510032
          71    0.510054
          72    0.510028
          73     0.51006
          74    0.510098
          75    0.510119
          76    0.510124
          77    0.510133
          78    0.510145
          79    0.510155
          80    0.510166
          81    0.510176
          82     0.51019
          83    0.510185
          84    0.510205
          85    0.510191
          86    0.510206
          87    0.510195
          88    0.510177
          89    0.510165
          90    0.510161
          91    0.510166
          92    0.510198
          93    0.510167
          94    0.510122
          95    0.510112
          96    0.510093
          97    0.510103
          98    0.510108
          99    0.510095
         100    0.510098
