#x y z
100 100 100
100.185 99.4078 99.2315
100.008 98.2815 99.464
99.5989 97.6996 99.3426
99.7317 97.2085 98.0936
99.7707 96.4789 97.1848
100.173 95.2228 97.1197
100.173 95.2228 97.1197
100.173 95.2228 97.1197
100.173 95.2228 97.1197
100.536 95.115 96.5653
101.395 95.6332 96.2129
101.733 95.6597 96.202
101.733 95.6597 96.202
101.098 95.7621 95.3876
101.098 95.7621 95.3876
101.222 95.8163 95.281
101.222 95.8163 95.281
100.238 97.0448 95.5182
100.238 97.0448 95.5182
100.033 95.7526 97.041
99.9961 95.0352 96.1917
99.9961 95.0352 96.1917
99.9961 95.0352 96.1917
100.026 94.2161 95.2
99.7608 92.9637 94.2678
100.842 92.6488 93.4864
100.842 92.6488 93.4864
100.842 92.6488 93.4864
101.456 92.4224 92.8231
101.64 92.3344 92.8754
101.822 91.4518 92.1511
102.622 91.3993 92.2984
102.842 91.2791 92.0924
103.305 91.1285 92.1001
104.037 91.3723 90.943
104.398 90.0339 90.6204
103.744 89.831 89.9373
102.909 89.5883 90.3794
102.067 89.1672 90.1891
102.425 89.2675 89.6494
103.065 88.327 88.9556
102.661 87.6493 88.9413
101.378 87.5931 88.8458
101.378 87.5931 88.8458
100.795 87.8301 88.2859
100.795 87.8301 88.2859
101.273 88.5603 87.5151
101.273 88.5603 87.5151
101.267 87.2005 87.4541
101.267 87.2005 87.4541
101.267 87.2005 87.4541
101.267 87.2005 87.4541
100.57 86.9578 87.9332
101.367 86.0231 87.6704
101.367 86.0231 87.6704
100.146 85.9589 86.8939
100.146 85.9589 86.8939
100.278 87.0537 87.0652
99.0523 85.7349 86.9898
98.6734 85.0761 87.2816
99.6692 83.1091 84.6979
99.9024 83.3089 83.9062
99.6779 83.5341 83.9363
99.3811 82.5044 84.4563
98.5062 82.7454 85.0332
97.9501 82 85.668
97.2144 82.3405 85.5006
97.8291 80.6692 84.9053
97.7355 79.8281 83.8477
97.9324 79.0278 82.8002
97.5848 78.7511 82.1717
97.7297 78.5518 82.341
98.0517 77.4293 81.57
98.0517 77.4293 81.57
98.1724 76.7453 80.5777
99.3477 75.5886 80.3327
99.3477 75.5886 80.3327
99.3477 75.5886 80.3327
99.1948 76.0565 81.2794
99.1948 76.0565 81.2794
98.6005 75.6444 82.2207
97.8164 75.958 82.1104
97.8164 75.958 82.1104
97.3532 75.6134 82.2202
96.3849 75.463 81.3264
95.9308 74.6051 81.4796
95.6751 74.1626 81.3196
94.8939 74.681 82.5017
95.2197 73.6934 82.4716
94.8962 73.5941 82.7333
94.2159 74.7724 82.0677
94.2159 74.7724 82.0677
93.2719 75.3288 82.5709
92.1913 74.6372 81.7106
92.1913 74.6372 81.7106
92.1913 74.6372 81.7106
92.1913 74.6372 81.7106
92.1913 74.6372 81.7106
92.4543 74.0423 81.6738
92.7683 73.0927 81.5262
92.7683 73.0927 81.5262
92.4671 73.2747 82.0734
92.5153 74.4842 82.0111
92.799 73.9739 82.1108
92.799 73.9739 82.1108
91.0495 74.5723 80.9177
91.0745 74.3556 79.8657
91.5542 74.0999 79.7419
90.8427 73.3401 80.5473
91.1206 73.606 79.6022
90.9475 74.3741 78.4487
88.6191 75.5444 77.616
88.8255 75.1306 77.2861
88.5759 74.8667 76.7988
88.8697 73.7606 77.3563
87.7241 73.9579 76.1535
87.7241 73.9579 76.1535
87.5153 73.5718 75.5742
87.5153 73.5718 75.5742
87.5153 73.5718 75.5742
87.5153 73.5718 75.5742
87.5153 73.5718 75.5742
86.8505 71.8778 75.3874
86.1007 70.916 74.8232
87.1989 70.4496 73.9191
86.8713 70.8356 74.4796
85.6441 70.5359 73.9058
85.6441 70.5359 73.9058
85.9347 69.1946 74.5775
85.9347 69.1946 74.5775
85.5912 68.4967 74.7387
85.5912 68.4967 74.7387
86.3995 68.1819 72.8608
85.0917 68.2791 71.5104
85.236 67.4015 70.8375
85.236 67.4015 70.8375
85.2467 66.2161 72.0173
85.8915 65.8946 70.7251
86.2194 65.3067 70.8503
86.7773 64.5492 69.3554
86.6975 63.9962 68.7544
86.6975 63.9962 68.7544
86.6975 63.9962 68.7544
85.5473 63.2283 68.9452
86.0482 63.8468 69.2198
86.3189 63.466 69.3048
86.3189 63.466 69.3048
86.629 64.1736 69.266
86.3137 65.5236 69.473
86.3137 65.5236 69.473
85.9465 64.19 70.1757
85.9465 64.19 70.1757
86.2397 64.4277 70.1693
86.4832 64.6241 69.1994
85.6902 63.8106 69.4739
84.9661 63.1437 70.9616
84.9661 63.1437 70.9616
84.6841 63.2597 71.5621
84.2766 63.5234 70.3414
84.2766 63.5234 70.3414
84.3529 63.0694 69.8875
84.997 62.4983 69.8512
84.997 62.4983 69.8512
84.3529 61.6708 69.1776
83.452 62.8895 67.5498
83.452 62.8895 67.5498
82.6612 63.9978 67.3449
82.6612 63.9978 67.3449
83.8562 63.9033 68.6288
83.8562 63.9033 68.6288
84.6232 62.6115 67.4549
84.6232 62.6115 67.4549
83.0238 61.5434 67.2729
82.5658 61.5343 67.0048
82.4905 60.9452 66.8195
82.4905 60.9452 66.8195
82.4928 62.3848 65.6688
82.4928 62.3848 65.6688
82.4928 62.3848 65.6688
81.5982 63.047 64.7702
82.3355 62.2898 66.0758
82.3355 62.2898 66.0758
81.2772 60.8981 65.5044
81.2772 60.8981 65.5044
81.4599 60.7402 66.0091
81.8832 58.6896 66.7544
82.3588 58.5685 67.5971
82.2442 58.7524 67.8527
81.3791 58.6888 68.4491
80.0964 56.9417 68.9697
80.0964 56.9417 68.9697
78.8244 57.4401 68.1862
77.7281 58.0338 68.4568
76.8 57.5601 67.8401
76.436 57.124 69.4776
77.2135 57.5798 69.1725
77.3939 56.4198 70.0654
76.2839 55.9531 70.4294
75.5416 56.838 70.0304
76.223 56.5888 70.2394
75.0418 55.9972 70.9722
75.3994 54.9892 71.0728
74.1181 55.3409 70.9514
73.8667 55.8515 71.7822
74.344 55.9377 70.6231
74.844 55.219 69.8757
74.2619 54.2963 69.6984
74.2619 54.2963 69.6984
74.3437 53.3191 69.6921
74.645 54.3643 70.0907
74.0349 54.3736 69.3827
74.0349 54.3736 69.3827
74.2217 54.9328 70.5914
73.5883 55.8754 69.4896
72.985 55.7037 69.0499
72.985 55.7037 69.0499
73.0963 55.1131 70.4036
73.2801 53.7623 69.9263
73.2801 53.7623 69.9263
71.8927 52.9073 70.3759
72.3918 53.619 69.4542
71.2772 53.1855 70.1602
71.2772 53.1855 70.1602
71.5388 54.4806 69.5247
71.5388 54.4806 69.5247
71.3469 53.9495 69.6091
71.3469 53.9495 69.6091
71.3469 53.9495 69.6091
71.2223 55.0056 69.8633
70.4446 54.5498 68.9146
69.383 54.3947 68.4454
70.1017 54.4237 68.7958
69.9183 53.9447 68.7031
70.2874 52.7908 69.4136
69.1432 53.8415 68.516
68.0871 52.9868 68.4937
