x y z
0.524964 -1.35097 2.44989
-1.23676 -0.240452 2.1862
-2.66546 -0.14099 4.39326
-0.538835 0.610134 2.2364
2.14393 -0.347508 2.78142
2.14393 -0.347508 2.78142
1.75454 -0.457261 2.92815
1.75454 -0.457261 2.92815
1.75454 -0.457261 2.92815
-1.15704 0.688937 4.43957
0.547407 -0.373704 4.1199
0.547407 -0.373704 4.1199
-0.420876 0.0409447 2.84879
-0.420876 0.0409447 2.84879
-0.420876 0.0409447 2.84879
-0.420876 0.0409447 2.84879
-0.420876 0.0409447 2.84879
-0.420876 0.0409447 2.84879
-0.420876 0.0409447 2.84879
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
-1.29478 -1.34599 2.57192
1.47669 0.664251 2.32527
0.98773 1.33009 4.73582
0.98773 1.33009 4.73582
-0.192418 3.11792 2.73572
-0.192418 3.11792 2.73572
1.01957 0.286655 5.08649
1.01957 0.286655 5.08649
2.03972 1.28801 6.68801
2.03972 1.28801 6.68801
1.06049 3.58266 6.71444
-0.516324 2.87232 6.07334
-1.3602 0.321772 6.40023
-3.13722 -0.628126 7.77718
-1.3077 -2.69379 9.38863
1.34799 -0.759206 9.02899
0.305689 1.79859 6.89701
-1.27029 1.70346 8.08926
1.64819 -0.518007 5.92838
1.64819 -0.518007 5.92838
3.82654 -1.34504 3.29148
3.82654 -1.34504 3.29148
0.95228 0.742427 4.23106
1.60834 1.49606 5.07772
1.60834 1.49606 5.07772
1.60834 1.49606 5.07772
-0.695233 1.42198 6.45959
-0.695233 1.42198 6.45959
-0.695233 1.42198 6.45959
-0.0112268 -1.22153 5.38314
0.299423 -0.103369 6.38455
0.299423 -0.103369 6.38455
0.299423 -0.103369 6.38455
1.02528 0.257567 5.54221
-0.835361 0.783899 4.38534
-0.835361 0.783899 4.38534
-2.89616 1.27695 3.66749
-2.8234 2.18985 4.84388
-1.49598 0.696152 2.6447
-1.11154 0.978153 1.29217
0.890911 -0.803093 -1.62296
1.73375 0.821574 -2.96109
1.73375 0.821574 -2.96109
1.73375 0.821574 -2.96109
1.73375 0.821574 -2.96109
1.73375 0.821574 -2.96109
-0.203661 1.5545 -1.17411
-0.203661 1.5545 -1.17411
1.1278 1.013 -4.06088
1.1278 1.013 -4.06088
1.1278 1.013 -4.06088
1.1278 1.013 -4.06088
-0.25546 3.22816 -3.15059
-1.56436 5.46002 -2.90362
-0.419896 7.16022 -4.43459
-0.419896 7.16022 -4.43459
-0.419896 7.16022 -4.43459
-0.419896 7.16022 -4.43459
-1.66063 7.21408 -5.63554
-1.66063 7.21408 -5.63554
-1.66063 7.21408 -5.63554
-1.66063 7.21408 -5.63554
-1.66063 7.21408 -5.63554
-1.66063 7.21408 -5.63554
0.863272 4.36941 -4.21422
3.14773 2.2493 -3.23819
1.80853 2.47356 -2.03537
0.046242 0.946407 -4.4967
1.00758 2.12947 -3.61179
0.0609518 0.0269745 -1.71829
0.0609518 0.0269745 -1.71829
0.0609518 0.0269745 -1.71829
0.0609518 0.0269745 -1.71829
0.0609518 0.0269745 -1.71829
0.0609518 0.0269745 -1.71829
0.0609518 0.0269745 -1.71829
0.0609518 0.0269745 -1.71829
-0.0372644 -2.83456 -3.40581
2.08176 -0.190041 -4.11861
2.08176 -0.190041 -4.11861
2.74579 2.16442 -1.29628
2.74579 2.16442 -1.29628
2.74579 2.16442 -1.29628
1.44998 1.47979 -2.23837
-1.00948 0.87932 -3.95945
-1.00948 0.87932 -3.95945
-0.0142302 -0.322114 -1.40753
-0.0142302 -0.322114 -1.40753
-0.0142302 -0.322114 -1.40753
-0.0142302 -0.322114 -1.40753
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-1.85911 1.20574 -2.95993
-2.27933 1.18918 -3.3337
-2.27933 1.18918 -3.3337
-2.27933 1.18918 -3.3337
-0.588521 -1.21948 -1.10726
-0.588521 -1.21948 -1.10726
0.745877 0.987807 -1.21731
0.745877 0.987807 -1.21731
0.745877 0.987807 -1.21731
0.745877 0.987807 -1.21731
0.745877 0.987807 -1.21731
1.31359 0.926977 -3.81262
1.31359 0.926977 -3.81262
1.31359 0.926977 -3.81262
1.31359 0.926977 -3.81262
2.80944 -0.139103 -4.81897
2.80944 -0.139103 -4.81897
1.13094 0.636168 -3.74954
1.13094 0.636168 -3.74954
-0.20759 -0.0445688 -5.88305
0.510382 0.323732 -3.3807
0.510382 0.323732 -3.3807
0.510382 0.323732 -3.3807
0.510382 0.323732 -3.3807
1.3351 -0.832777 -3.2349
-1.47885 -1.631 -4.99933
-1.07573 -3.52143 -4.22202
-1.07573 -3.52143 -4.22202
-1.98929 -1.5717 -2.16467
-0.0778535 -2.75273 -3.29946
-0.0778535 -2.75273 -3.29946
-0.0778535 -2.75273 -3.29946
0.161794 -1.29485 -2.63277
0.161794 -1.29485 -2.63277
1.7447 -1.08757 -3.05432
1.7447 -1.08757 -3.05432
1.7447 -1.08757 -3.05432
-0.848462 -1.01971 -1.39299
-0.848462 -1.01971 -1.39299
-0.848462 -1.01971 -1.39299
-1.25742 -1.8791 -2.61013
-1.25742 -1.8791 -2.61013
0.0297993 0.342948 -0.719253
0.0297993 0.342948 -0.719253
0.0297993 0.342948 -0.719253
0.0297993 0.342948 -0.719253
0.0297993 0.342948 -0.719253
0.478688 0.376223 1.00393
0.478688 0.376223 1.00393
0.478688 0.376223 1.00393
-2.13585 1.28965 2.54203
0.213841 -1.16728 1.51003
0.213841 -1.16728 1.51003
0.213841 -1.16728 1.51003
3.00555 0.757095 1.00779
0.708517 -1.2054 -1.17361
-0.566537 1.4291 1.15502
1.36559 1.64997 -1.37246
1.36559 1.64997 -1.37246
1.36559 1.64997 -1.37246
1.36559 1.64997 -1.37246
1.0645 -1.10122 -3.0244
-1.10506 -2.90873 -1.77591
-0.495804 -3.47632 -1.9055
1.59434 -1.82231 -1.29328
2.75174 -2.91475 -1.80266
2.75174 -2.91475 -1.80266
0.154803 -0.416718 -1.10827
0.154803 -0.416718 -1.10827
0.154803 -0.416718 -1.10827
0.154803 -0.416718 -1.10827
-0.835817 1.74183 -0.926043
-0.835817 1.74183 -0.926043
-2.74004 -1.18447 -1.67629
-2.10621 -3.46345 -3.42446
-2.10621 -3.46345 -3.42446
-2.10621 -3.46345 -3.42446
-0.0954787 -3.39791 -4.23888
-0.0954787 -3.39791 -4.23888
-0.0954787 -3.39791 -4.23888
-0.0954787 -3.39791 -4.23888
-0.0954787 -3.39791 -4.23888
1.13216 -3.92857 -3.35027
1.13216 -3.92857 -3.35027
1.13216 -3.92857 -3.35027
0.200897 -1.22908 -1.1438
-1.37385 -1.81391 -3.9444
0.977913 -1.65121 -1.15878
0.977913 -1.65121 -1.15878
1.47248 -4.56024 -3.93716
1.47248 -4.56024 -3.93716
1.47248 -4.56024 -3.93716
1.47248 -4.56024 -3.93716
1.64858 -2.61235 -1.35014
1.64858 -2.61235 -1.35014
1.64858 -2.61235 -1.35014
1.64858 -2.61235 -1.35014
4.44252 -0.498229 -3.71837
4.44252 -0.498229 -3.71837
3.7574 -0.760396 -3.68124
1.8747 -2.42691 -1.66546
1.8747 -2.42691 -1.66546
-0.421865 -3.00529 -2.89805
-0.421865 -3.00529 -2.89805
0.341443 -1.92993 -5.19607
-1.24051 -0.251377 -2.49107
-1.24051 -0.251377 -2.49107
-1.24051 -0.251377 -2.49107
-1.24051 -0.251377 -2.49107
-1.24051 -0.251377 -2.49107
0.228695 0.531003 -1.51589
0.228695 0.531003 -1.51589
1.30954 -2.25902 -0.974815
1.30206 0.22441 -1.37596
1.30206 0.22441 -1.37596
-0.0316648 -0.136071 0.751882
-0.0316648 -0.136071 0.751882
-0.0316648 -0.136071 0.751882
-0.0316648 -0.136071 0.751882
-0.404063 1.60807 3.07893
1.98514 -0.925675 4.23492
0.166183 0.732403 4.06475
-1.18581 1.26021 2.1563
-1.18581 1.26021 2.1563
-1.18581 1.26021 2.1563
-1.7522 0.863942 3.60209
-1.7522 0.863942 3.60209
-4.23723 -0.103681 3.82114
-2.41701 0.449384 0.94471
-4.24945 0.169104 3.06249
-5.35096 -1.09761 3.32191
-5.64138 0.943545 3.67527
-4.65043 -1.81519 4.71697
-4.65043 -1.81519 4.71697
-1.7177 -1.59864 4.75248
-1.78088 0.785703 2.86792
-1.78088 0.785703 2.86792
-1.78088 0.785703 2.86792
0.936093 1.57858 0.174634
2.62624 -0.115347 -1.13372
2.77103 2.01194 -2.74596
2.77103 2.01194 -2.74596
3.92807 1.76096 -2.05157
3.92807 1.76096 -2.05157
3.92807 1.76096 -2.05157
1.32258 4.3174 -4.06202
0.821466 2.10699 -2.72641
0.821466 2.10699 -2.72641
0.0215572 1.44222 -5.15778
-1.01952 2.41138 -6.37092
-1.95932 4.32872 -4.02871
-1.00741 2.34544 -1.37542
-1.00741 2.34544 -1.37542
0.29651 0.36589 -3.92166
0.29651 0.36589 -3.92166
-2.61606 -0.797952 -4.81325
-2.61606 -0.797952 -4.81325
