#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         989   0.0868729    0.216228   0.0230172
         990   -0.578714    0.215425    0.023008
         991   -0.229954    0.214976   0.0229892
         992   0.0942185    0.214854   0.0229663
         993    0.596326    0.215238   0.0229464
         994    0.503347    0.215528   0.0229251
         995    0.878987    0.216195   0.0229118
         996    0.718326    0.216699   0.0228943
         997     1.04841    0.217533   0.0228866
         998      1.1076    0.218425    0.022881
         999    0.723072     0.21893   0.0228637
        1000    0.400634    0.219112   0.0228415
        1001    0.825022    0.219717   0.0228267
        1002    0.967929    0.220464   0.0228162
        1003     1.30362    0.221544   0.0228189
        1004     1.19727    0.222516   0.0228169
        1005     1.41142    0.223699   0.0228248
        1006     1.37108    0.224839   0.0228306
        1007     1.21164    0.225819    0.022829
        1008      1.4364     0.22702   0.0228379
        1009     1.28153    0.228065   0.0228392
        1010     1.11803    0.228947   0.0228336
        1011     1.08098    0.229789   0.0228265
        1012    0.684113    0.230238   0.0228084
        1013    0.187703    0.230196   0.0227859
        1014    0.565534    0.230527   0.0227658
        1015     0.53453    0.230826   0.0227454
        1016    0.549394     0.23114   0.0227251
        1017    0.413432    0.231319   0.0227035
        1018    0.337248    0.231423   0.0226814
        1019    0.399304    0.231588   0.0226598
        1020    0.273914     0.23163   0.0226376
        1021    0.567686    0.231959   0.0226178
        1022    0.643585    0.232361   0.0225993
        1023    0.992389    0.233104   0.0225894
        1024    0.749975    0.233609    0.022573
        1025    0.552712     0.23392   0.0225531
        1026    0.767976    0.234441   0.0225371
        1027     0.61494    0.234811   0.0225182
        1028     0.90473    0.235463   0.0225057
        1029     1.30412    0.236502   0.0225078
        1030     1.36486    0.237597   0.0225126
        1031     1.09978    0.238433   0.0225063
        1032     1.12283     0.23929   0.0225008
        1033    0.992169    0.240019   0.0224908
        1034    0.561689     0.24033   0.0224712
        1035    0.483965    0.240566   0.0224507
        1036    0.341609    0.240663   0.0224293
        1037     0.14631    0.240572   0.0224078
        1038  0.00698264    0.240347   0.0223874
        1039    0.254432    0.240361   0.0223658
        1040   -0.062847    0.240069   0.0223462
        1041   -0.217861    0.239629   0.0223291
        1042   -0.361189    0.239053   0.0223151
        1043   -0.269942    0.238565   0.0222991
        1044   -0.143194    0.238199   0.0222807
        1045   0.0751013    0.238043   0.0222599
        1046   0.0891054    0.237901   0.0222391
        1047   -0.117274    0.237561   0.0222204
        1048    0.200555    0.237526   0.0221993
        1049    0.267291    0.237554   0.0221781
        1050     0.17335    0.237493   0.0221571
        1051     0.12285    0.237384   0.0221363
        1052   0.0531931    0.237209   0.0221159
        1053   0.0296518    0.237012   0.0220958
        1054    0.421346    0.237187   0.0220755
        1055    0.118671    0.237075   0.0220549
        1056     0.12873    0.236972   0.0220342
        1057     0.07865    0.236822   0.0220139
        1058    0.102556    0.236695   0.0219935
        1059    0.103974     0.23657    0.021973
        1060    0.365273    0.236691   0.0219527
        1061    0.525004    0.236963   0.0219336
        1062    0.898479    0.237586   0.0219218
        1063      0.8898      0.2382   0.0219098
        1064    0.974208    0.238891   0.0219001
        1065    0.830864    0.239447   0.0218866
        1066     0.64409    0.239827   0.0218694
        1067     1.04391     0.24058   0.0218619
        1068    0.787428    0.241092   0.0218474
        1069    0.458681    0.241296   0.0218279
        1070    0.748957     0.24177   0.0218126
        1071    0.700877    0.242199   0.0217965
        1072    0.982142    0.242889   0.0217871
        1073    0.645934    0.243265     0.02177
        1074    0.263129    0.243283   0.0217498
        1075    0.193365    0.243237   0.0217296
        1076 -0.00698969    0.243004   0.0217106
        1077     0.42471    0.243173   0.0216911
        1078    0.533433    0.243442   0.0216727
        1079    0.585119    0.243759   0.0216549
        1080    0.327096    0.243836    0.021635
        1081    0.137753    0.243738   0.0216152
        1082    0.101807    0.243607   0.0215956
        1083    0.312583    0.243671   0.0215758
        1084    0.421189    0.243834   0.0215565
        1085    0.747337    0.244298   0.0215416
        1086    0.465133    0.244502   0.0215227
        1087    0.818388     0.24503   0.0215094
        1088     0.81098     0.24555   0.0214959
        1089    0.766658    0.246028   0.0214815
        1090    0.758129    0.246498   0.0214669
        1091    0.611671    0.246833   0.0214499
        1092     0.53574    0.247098   0.0214319
        1093    0.948887     0.24774   0.0214219
        1094    0.792348    0.248237   0.0214081
        1095    0.759859    0.248705   0.0213936
        1096     1.01388    0.249403   0.0213855
        1097     1.20672    0.250275   0.0213838
        1098     1.41109    0.251333   0.0213904
        1099     1.15372    0.252154   0.0213867
        1100     1.37774    0.253177   0.0213918
        1101    0.520253     0.25342   0.0213737
        1102    0.567495    0.253705   0.0213562
        1103    0.465406    0.253897   0.0213377
        1104     0.79914     0.25439   0.0213241
        1105     1.02424    0.255087   0.0213162
        1106    0.972932    0.255736   0.0213068
        1107      0.6223    0.256067   0.0212901
        1108    0.173935    0.255993    0.021271
        1109    0.539188    0.256249   0.0212534
        1110    0.827787    0.256763   0.0212405
        1111    0.455549    0.256942   0.0212221
        1112    0.723356    0.257362   0.0212072
        1113    0.850009    0.257894   0.0211948
        1114     1.04382      0.2586   0.0211875
        1115    0.959671    0.259229   0.0211778
        1116    0.817698    0.259729   0.0211648
        1117    0.604784    0.260038   0.0211481
        1118    0.589501    0.260333   0.0211312
        1119    0.583065    0.260621   0.0211143
        1120    0.643053    0.260962   0.0210982
        1121     0.28264    0.260982   0.0210794
        1122    0.339109    0.261051   0.0210607
        1123    0.761748    0.261497   0.0210467
        1124    0.547514    0.261752   0.0210295
        1125   -0.139984    0.261395   0.0210138
        1126  -0.0366087     0.26113   0.0209968
        1127     0.90775    0.261704    0.020986
        1128    0.930424    0.262297   0.0209758
        1129    0.892753    0.262855   0.0209647
        1130    0.870505    0.263393    0.020953
        1131    0.557239    0.263653   0.0209361
        1132    0.806787    0.264132   0.0209231
        1133    0.909533    0.264702   0.0209124
        1134      0.9573    0.265313   0.0209028
        1135     0.83195    0.265812   0.0208904
        1136     0.68607    0.266182   0.0208753
        1137    0.636254    0.266507   0.0208595
        1138    0.482405    0.266697    0.020842
        1139    0.529423    0.266928    0.020825
        1140    -0.10643      0.2666   0.0208093
        1141   -0.101521    0.266278   0.0207935
        1142   0.0552255    0.266093   0.0207762
        1143 -0.00404056    0.265856   0.0207593
        1144    0.105957    0.265717   0.0207416
        1145    0.450534    0.265878   0.0207242
        1146    0.474912    0.266061   0.0207069
        1147    0.324499    0.266111   0.0206889
        1148    0.329036    0.266166   0.0206709
        1149    0.509882    0.266378    0.020654
        1150   0.0562231    0.266196   0.0206369
        1151    0.135495    0.266082   0.0206193
        1152   0.0363331    0.265883   0.0206023
        1153   0.0928975    0.265733    0.020585
        1154    0.312942    0.265774   0.0205672
        1155    0.121383    0.265649   0.0205498
        1156    0.378587    0.265746   0.0205322
        1157    0.355452    0.265824   0.0205146
        1158    0.569927    0.266086   0.0204986
        1159    0.853171    0.266593   0.0204872
        1160    0.856788    0.267102   0.0204758
        1161    0.645999    0.267428   0.0204608
        1162    0.500139    0.267628   0.0204442
        1163     1.01011    0.268267   0.0204366
        1164    0.807253     0.26873   0.0204242
        1165    0.866476    0.269243   0.0204132
        1166    0.475946     0.26942   0.0203964
        1167    0.927745    0.269984   0.0203867
        1168     1.04871    0.270651   0.0203802
        1169    0.593202    0.270927   0.0203646
        1170    0.815316    0.271392   0.0203525
        1171    0.489519    0.271578    0.020336
        1172    0.673795    0.271922   0.0203215
        1173     0.60349    0.272204   0.0203062
        1174    0.371249    0.272289   0.0202891
        1175    0.586427    0.272556   0.0202736
        1176    0.392943    0.272658   0.0202566
        1177    0.147496    0.272552   0.0202396
        1178  -0.0160561    0.272307   0.0202239
        1179    0.123535    0.272181   0.0202072
        1180    0.521926    0.272393   0.0201912
        1181      0.8265    0.272862   0.0201795
        1182    0.782834    0.273293   0.0201671
        1183    0.714702    0.273666   0.0201535
        1184   0.0819893    0.273504   0.0201371
        1185  -0.0557377    0.273227    0.020122
        1186    0.115418    0.273093   0.0201055
        1187   -0.135857    0.272749   0.0200915
        1188    0.574085    0.273003   0.0200762
        1189    0.512297    0.273204   0.0200603
        1190   -0.196067     0.27281   0.0200473
        1191   -0.213268    0.272401   0.0200347
        1192   -0.109761    0.272081   0.0200204
        1193   -0.144014    0.271732   0.0200067
        1194    -0.12819    0.271397   0.0199927
        1195   -0.233612    0.270974   0.0199805
        1196    0.136898    0.270862   0.0199641
        1197    0.241626    0.270838   0.0199474
        1198    0.358184    0.270911   0.0199309
        1199   0.0442207    0.270722   0.0199152
        1200    0.439673    0.270863   0.0198991
        1201    0.228953    0.270828   0.0198825
        1202    0.432212    0.270962   0.0198664
        1203    0.433115    0.271097   0.0198504
        1204    0.502952    0.271289   0.0198348
        1205    0.358463    0.271362   0.0198185
        1206    0.482101    0.271536   0.0198028
        1207    0.249742    0.271518   0.0197864
        1208    0.134698    0.271405   0.0197704
        1209   -0.102114    0.271096   0.0197564
        1210    0.134879    0.270984   0.0197404
        1211   -0.167107    0.270622   0.0197274
        1212   -0.466677    0.270013   0.0197205
        1213   -0.329175    0.269519   0.0197105
        1214    0.229503    0.269487   0.0196943
        1215    0.581272    0.269743   0.0196797
        1216     0.34217    0.269803   0.0196636
        1217     0.37336    0.269888   0.0196477
        1218    0.575424    0.270139   0.0196331
        1219     1.00395    0.270741   0.0196263
        1220     1.08928    0.271412   0.0196216
        1221     1.08828    0.272081    0.019617
        1222     1.04019    0.272709    0.019611
        1223    0.785957    0.273129   0.0195994
        1224    0.705453    0.273482   0.0195866
        1225    0.366481    0.273558   0.0195708
        1226     0.40983    0.273669   0.0195551
        1227    0.519919     0.27387   0.0195402
        1228    0.624703    0.274155   0.0195264
        1229    0.225298    0.274116   0.0195105
        1230   0.0193239    0.273909   0.0194958
        1231   0.0259237    0.273707    0.019481
        1232    0.717589    0.274067   0.0194685
        1233    0.719255    0.274428    0.019456
        1234    0.816879    0.274868   0.0194452
        1235    0.915042    0.275386   0.0194364
        1236     1.29768    0.276214   0.0194383
        1237     1.06406     0.27685    0.019433
        1238     1.02557    0.277455   0.0194267
        1239     1.06128    0.278088   0.0194213
        1240     1.35067    0.278953   0.0194249
        1241     1.50507    0.279941   0.0194344
        1242     1.16675    0.280655   0.0194318
        1243    0.969467    0.281209   0.0194241
        1244     1.30707    0.282034    0.019426
        1245     1.80361    0.283256   0.0194488
        1246     1.36999    0.284128   0.0194527
        1247    0.889844    0.284614   0.0194432
        1248    0.637206    0.284896   0.0194297
        1249     1.16798    0.285603    0.019427
        1250    0.872475    0.286073   0.0194171
        1251    0.208185    0.286011   0.0194017
        1252     1.00995    0.286589   0.0193948
        1253    0.849551    0.287038   0.0193845
        1254     0.84419    0.287482   0.0193742
        1255     1.01669    0.288063   0.0193674
        1256    0.552649    0.288274   0.0193532
        1257    0.735047    0.288629    0.019341
        1258    0.467365    0.288772   0.0193262
        1259    0.373277    0.288839   0.0193109
        1260    0.339711    0.288879   0.0192956
        1261    0.575714    0.289106   0.0192817
        1262    0.233829    0.289063   0.0192665
        1263  -0.0749714    0.288774   0.0192534
        1264    0.312113    0.288793   0.0192381
        1265  -0.0347199    0.288537   0.0192246
        1266     0.33609    0.288575   0.0192095
        1267     0.78263    0.288965   0.0191983
        1268    0.463584    0.289102   0.0191836
        1269    0.933297     0.28961   0.0191752
        1270    0.668268    0.289908   0.0191624
        1271    0.826448     0.29033    0.019152
        1272    0.772306    0.290709   0.0191407
        1273    0.552723    0.290915   0.0191268
        1274     0.26765    0.290897   0.0191118
        1275    0.371662     0.29096   0.0190969
        1276     0.69321    0.291275   0.0190845
        1277    0.273391    0.291261   0.0190696
        1278    0.115311    0.291124   0.0190552
        1279    0.439639     0.29124   0.0190406
        1280     0.76995    0.291614   0.0190294
        1281    0.253081    0.291584   0.0190146
        1282    0.755936    0.291946   0.0190032
        1283    0.783379    0.292329   0.0189923
        1284    0.835796    0.292752   0.0189822
        1285    0.933484    0.293251    0.018974
        1286    0.686222    0.293556   0.0189617
        1287    0.478196      0.2937   0.0189475
        1288    0.477114    0.293842   0.0189333
        1289    0.347397    0.293884   0.0189186
        1290    0.617292    0.294135   0.0189056
        1291    0.631308    0.294396   0.0188928
        1292    0.737811    0.294739   0.0188813
        1293    0.456598    0.294864   0.0188671
        1294    0.330318    0.294892   0.0188525
        1295    0.508553    0.295057   0.0188387
        1296     1.43261    0.295934   0.0188446
        1297     1.10904    0.296561   0.0188405
        1298    0.794451    0.296945   0.0188299
        1299    0.847343    0.297368   0.0188202
        1300    0.596906    0.297599   0.0188071
        1301      0.4992    0.297754   0.0187933
        1302    0.155157    0.297644   0.0187792
        1303    0.237266    0.297598   0.0187648
        1304    0.240839    0.297554   0.0187505
        1305    0.411033    0.297641   0.0187363
        1306    0.448379    0.297757   0.0187223
        1307    0.448398    0.297872   0.0187083
        1308    0.864535    0.298305   0.0186991
        1309    0.319576    0.298322   0.0186848
        1310    0.527231    0.298496   0.0186713
        1311   0.0300607    0.298292   0.0186582
        1312    -0.20995    0.297904    0.018648
        1313  0.00627338    0.297682   0.0186351
        1314    0.483667    0.297824   0.0186215
        1315    0.723656    0.298147   0.0186101
        1316     1.03496    0.298707   0.0186044
        1317     1.10533     0.29932   0.0186004
        1318     1.15589     0.29997   0.0185976
        1319    0.687292    0.300263   0.0185858
        1320    0.648296    0.300527   0.0185736
        1321    0.595408     0.30075   0.0185609
        1322    0.864702    0.301177   0.0185518
        1323    0.300195    0.301176   0.0185377
        1324    0.401734    0.301252   0.0185239
        1325    0.217577    0.301189     0.01851
        1326    0.363998    0.301236   0.0184961
        1327    0.244067    0.301193   0.0184822
        1328    0.583071    0.301405   0.0184695
        1329    0.727188    0.301726   0.0184584
        1330    0.756486    0.302068   0.0184477
        1331    0.608613    0.302298   0.0184353
        1332    0.651815     0.30256   0.0184233
        1333    0.695051    0.302855   0.0184118
        1334    0.745801    0.303187    0.018401
        1335    0.657206    0.303452   0.0183892
        1336    0.235547    0.303401   0.0183755
        1337   -0.174878    0.303044   0.0183652
        1338  -0.0949448    0.302746   0.0183539
        1339   -0.155202    0.302404   0.0183434
        1340   -0.289869    0.301962    0.018335
        1341   -0.135282    0.301636   0.0183242
        1342   -0.536875    0.301011   0.0183212
        1343   -0.329464    0.300542   0.0183136
        1344   -0.213666    0.300159    0.018304
        1345    0.446274    0.300268   0.0182907
        1346    0.658864    0.300534    0.018279
        1347    0.570935    0.300735   0.0182666
        1348    0.690657    0.301024   0.0182553
        1349     1.06183    0.301588   0.0182505
        1350    0.972258    0.302085   0.0182437
        1351    0.696772    0.302377   0.0182326
        1352      0.5712    0.302576   0.0182202
        1353    0.579207     0.30278   0.0182078
        1354    0.107711    0.302636    0.018195
        1355    0.182173    0.302547   0.0181817
        1356    0.401436     0.30262   0.0181685
        1357    0.405018    0.302696   0.0181553
        1358   0.0729977    0.302527   0.0181427
        1359    0.594866    0.302742   0.0181306
        1360    0.544604     0.30292   0.0181181
        1361    0.361126    0.302962   0.0181049
        1362    0.922732    0.303417   0.0180973
        1363    0.501718    0.303563   0.0180846
        1364    0.698586    0.303853   0.0180737
        1365     1.17466     0.30449   0.0180717
        1366     1.42447     0.30531    0.018077
        1367     1.05053    0.305856    0.018072
        1368     1.15863    0.306479   0.0180696
        1369    0.967716    0.306962   0.0180628
        1370     1.26384     0.30766   0.0180631
        1371     1.22146    0.308327   0.0180623
        1372      1.3682    0.309099   0.0180656
        1373     1.01248    0.309612   0.0180597
        1374    0.780621    0.309954   0.0180498
        1375     1.02125    0.310472   0.0180441
        1376    0.791201    0.310821   0.0180344
        1377    0.589728    0.311024   0.0180224
        1378    0.798178    0.311377   0.0180128
        1379    0.995696    0.311873   0.0180066
        1380    0.837822    0.312255   0.0179976
        1381    0.749721    0.312571   0.0179873
        1382    0.811937    0.312933   0.0179779
        1383    0.934975    0.313382   0.0179706
        1384     1.07111     0.31393   0.0179659
        1385     0.85391     0.31432   0.0179572
        1386    0.740423    0.314627   0.0179468
        1387    0.394859    0.314685    0.017934
        1388    0.568812    0.314868    0.017922
        1389     1.25082    0.315542   0.0179218
        1390      1.0954    0.316103   0.0179177
        1391     1.04624    0.316628   0.0179125
        1392     1.18298     0.31725   0.0179104
        1393     1.08759    0.317803   0.0179061
        1394     0.59699    0.318004   0.0178944
        1395    0.529533    0.318155   0.0178822
        1396    0.775038    0.318483   0.0178724
        1397     1.13864     0.31907   0.0178692
        1398    0.811864    0.319422   0.0178599
        1399     0.64108    0.319652   0.0178486
        1400    0.631289    0.319875   0.0178373
        1401   0.0432952    0.319677   0.0178256
        1402  -0.0333287    0.319425   0.0178147
        1403   -0.102678    0.319125   0.0178045
        1404  0.00229929    0.318899   0.0177933
        1405    0.214832    0.318825   0.0177808
        1406    0.420322    0.318897   0.0177683
        1407  0.00492742    0.318674    0.017757
        1408    0.326023    0.318679   0.0177444
        1409    0.615057    0.318889   0.0177331
        1410    0.225622    0.318823   0.0177206
        1411    0.145848    0.318701   0.0177085
        1412    0.172692    0.318597   0.0176962
        1413    0.389941    0.318648   0.0176838
        1414    0.461567    0.318749   0.0176716
        1415    0.362529     0.31878   0.0176591
        1416    0.498567    0.318907   0.0176471
        1417    0.238007     0.31885   0.0176347
        1418       0.591    0.319042   0.0176233
        1419    0.809294    0.319387   0.0176143
        1420    0.501857    0.319516   0.0176024
        1421    0.779804     0.31984    0.017593
        1422    0.433055    0.319919   0.0175808
        1423     0.60638     0.32012   0.0175696
        1424    0.628346    0.320337   0.0175586
        1425    0.313553    0.320332   0.0175463
        1426     1.23013     0.32097   0.0175455
        1427    0.933646      0.3214   0.0175385
        1428    0.865909    0.321781   0.0175304
        1429    0.794922    0.322112   0.0175212
        1430     0.86312     0.32249   0.0175131
        1431    0.633911    0.322708   0.0175022
        1432    0.842019    0.323071   0.0174937
        1433    0.640349    0.323292   0.0174829
        1434    0.855507    0.323663   0.0174746
        1435     1.17457    0.324256   0.0174725
        1436     1.36045    0.324978   0.0174752
        1437     1.16158     0.32556   0.0174728
        1438     1.45678    0.326346   0.0174783
        1439     1.32076    0.327038   0.0174798
        1440     1.51184     0.32786   0.0174871
        1441      1.8379    0.328908   0.0175063
        1442     1.92434    0.330015   0.0175291
        1443     1.95659    0.331142   0.0175531
        1444     1.41755    0.331894   0.0175571
        1445     1.56692    0.332749   0.0175657
        1446     1.85531    0.333802   0.0175851
        1447     1.66182     0.33472   0.0175969
        1448     1.75523    0.335701   0.0176121
        1449     1.80795    0.336717   0.0176292
        1450     1.68138    0.337644   0.0176414
        1451     1.26307    0.338282   0.0176408
        1452     1.34095    0.338972   0.0176421
        1453     1.36771     0.33968   0.0176442
        1454     1.45108    0.340445   0.0176486
        1455     1.47058    0.341221   0.0176536
        1456     1.11988    0.341756   0.0176495
        1457     1.07996    0.342263   0.0176447
        1458    0.840495    0.342605   0.0176359
        1459     1.02293    0.343071     0.01763
        1460    0.935784    0.343477   0.0176226
        1461     1.08169    0.343982   0.0176178
        1462     1.32879    0.344656   0.0176186
        1463     1.36093     0.34535   0.0176202
        1464     1.04312    0.345827   0.0176146
        1465    0.745852      0.3461   0.0176047
        1466    0.630161    0.346294   0.0175938
        1467    0.839994     0.34663    0.017585
        1468     0.72569    0.346889   0.0175749
        1469    0.884387    0.347255   0.0175668
        1470    0.593994    0.347422   0.0175556
        1471     1.04054    0.347894     0.01755
        1472     1.06363     0.34838   0.0175448
        1473     1.59345    0.349225   0.0175533
        1474     1.25391    0.349839   0.0175521
        1475     1.11632    0.350358   0.0175479
        1476     1.25159    0.350969   0.0175466
        1477     1.01207    0.351417   0.0175404
        1478    0.865303    0.351764    0.017532
        1479     1.17588    0.352322    0.017529
        1480     1.25422    0.352931   0.0175278
        1481      1.2614    0.353544   0.0175267
        1482     1.31065     0.35419   0.0175267
        1483     1.51713    0.354974   0.0175324
        1484     1.43479    0.355702   0.0175357
        1485     1.51657    0.356484   0.0175413
        1486     1.13242    0.357006   0.0175373
        1487     1.16463    0.357549   0.0175339
        1488    0.644293    0.357742   0.0175232
        1489     1.20993    0.358314   0.0175208
        1490      1.5569    0.359118   0.0175274
        1491     1.22638      0.3597   0.0175253
        1492     1.34009    0.360357   0.0175259
        1493    0.918961    0.360731   0.0175182
        1494     1.09771    0.361225   0.0175134
        1495     1.34287    0.361881    0.017514
        1496    0.881112    0.362228   0.0175057
        1497    0.849264    0.362554    0.017497
        1498    0.588571    0.362705    0.017486
        1499    0.616126    0.362874   0.0174752
        1500    0.587568    0.363023   0.0174641
        1501    0.781594    0.363302   0.0174547
        1502    0.647499    0.363491   0.0174441
        1503    0.820023    0.363795   0.0174352
        1504     1.06304     0.36426   0.0174298
        1505     1.18376    0.364805   0.0174267
        1506      1.0144    0.365236   0.0174205
        1507     0.85202    0.365559   0.0174119
        1508    0.624434    0.365731   0.0174012
        1509    0.947103    0.366116   0.0173939
        1510    0.999116    0.366535   0.0173875
        1511    0.940413    0.366915   0.0173801
        1512    0.892635    0.367263   0.0173721
        1513    0.748597    0.367515   0.0173624
        1514     1.01688    0.367944   0.0173563
        1515    0.837862    0.368254   0.0173476
        1516     1.30215     0.36887   0.0173471
        1517     1.88932    0.369872   0.0173646
        1518     1.82033    0.370828   0.0173794
        1519     1.59827    0.371636   0.0173867
        1520     1.69924    0.372509   0.0173972
        1521     1.35965    0.373158   0.0173979
        1522     1.66795    0.374009   0.0174072
        1523     1.55097    0.374782    0.017413
        1524    0.969783    0.375172   0.0174059
        1525     1.09727    0.375646   0.0174009
        1526    0.645382    0.375822   0.0173904
        1527    0.675262    0.376018   0.0173801
        1528    0.270915     0.37595   0.0173689
        1529     0.47041    0.376011   0.0173577
        1530      0.1643    0.375873   0.0173469
        1531    0.415155    0.375899   0.0173356
        1532    0.751751    0.376144    0.017326
        1533    0.613462    0.376299   0.0173154
        1534    0.771176    0.376556    0.017306
        1535    0.599455    0.376701   0.0172953
        1536    0.710674    0.376919   0.0172854
        1537    0.251117    0.376837   0.0172744
        1538    0.447014    0.376883   0.0172632
        1539    0.264706     0.37681   0.0172521
        1540    0.432608    0.376846    0.017241
        1541     0.75816    0.377093   0.0172316
        1542    0.514251    0.377182   0.0172206
        1543    0.677019    0.377377   0.0172106
        1544    0.843983    0.377679   0.0172021
        1545    0.805798    0.377956   0.0171932
        1546    0.707455    0.378169   0.0171834
        1547    0.588072    0.378305   0.0171728
        1548     0.79324    0.378573   0.0171638
        1549    0.939065    0.378935   0.0171565
        1550    0.402169     0.37895   0.0171455
        1551    0.485552    0.379018   0.0171345
        1552    0.424765    0.379048   0.0171235
        1553    0.666263    0.379233   0.0171135
        1554    0.276648    0.379167   0.0171026
        1555   -0.274244    0.378747   0.0170968
        1556    0.304127    0.378699   0.0170859
        1557   -0.142425    0.378364   0.0170782
        1558   0.0185416    0.378133   0.0170688
        1559    0.171897    0.378001   0.0170583
        1560    0.468642    0.378059   0.0170475
        1561    0.899273    0.378393   0.0170398
        1562     1.01665    0.378801   0.0170338
        1563     0.94104    0.379161   0.0170267
        1564      1.1519    0.379655    0.017023
        1565     1.17047     0.38016   0.0170196
        1566     1.78105    0.381055   0.0170323
        1567     1.70194    0.381898   0.0170422
        1568     1.30021    0.382484   0.0170414
        1569      1.2986    0.383068   0.0170406
        1570    0.848003    0.383364   0.0170323
        1571     1.08727    0.383812   0.0170273
        1572     1.18321     0.38432   0.0170241
        1573     0.92007    0.384661   0.0170167
        1574     1.00452    0.385055   0.0170104
        1575    0.795973    0.385316   0.0170016
        1576     1.41305    0.385968   0.0170033
        1577     1.15495    0.386455   0.0169995
        1578     1.14759    0.386938   0.0169956
        1579     1.47529    0.387627   0.0169988
        1580     1.38881    0.388261   0.0169999
        1581    0.855114    0.388556   0.0169917
        1582    0.694756    0.388749    0.016982
        1583    0.622595    0.388897    0.016972
        1584    0.423668    0.388919   0.0169613
        1585    0.427242    0.388943   0.0169506
        1586    0.463446     0.38899   0.0169399
        1587    0.468379     0.38904   0.0169293
        1588     0.67191    0.389218   0.0169196
        1589     1.29729     0.38979   0.0169186
        1590      1.4092    0.390431   0.0169201
        1591     1.38214    0.391054    0.016921
        1592     1.42905    0.391706   0.0169229
        1593     1.65155    0.392497   0.0169307
        1594     1.10219    0.392942    0.016926
        1595    0.975323    0.393308   0.0169193
        1596    0.885338    0.393616   0.0169115
        1597     1.13622    0.394081   0.0169073
        1598    0.614597    0.394219   0.0168973
        1599    0.653347    0.394381   0.0168875
        1600    0.744408      0.3946   0.0168784
        1601    0.589601    0.394721   0.0168683
        1602    0.245009    0.394628    0.016858
        1603    0.159133    0.394481   0.0168481
        1604   -0.139263    0.394148   0.0168409
        1605   -0.185362    0.393787   0.0168343
        1606   -0.383237    0.393303   0.0168307
        1607   -0.471044    0.392766   0.0168289
        1608   -0.178643     0.39241   0.0168222
        1609   -0.378038    0.391931   0.0168185
        1610    0.365813    0.391915   0.0168081
        1611    0.482385    0.391971   0.0167977
        1612    0.502641     0.39204   0.0167875
        1613    0.264342    0.391961   0.0167772
        1614    0.152281    0.391812   0.0167675
        1615    0.334927    0.391777   0.0167571
        1616    0.665456    0.391946   0.0167476
        1617    0.524961    0.392029   0.0167375
        1618    0.387589    0.392026   0.0167271
        1619    0.242107    0.391933   0.0167171
        1620     0.40648    0.391942   0.0167067
        1621    0.405977    0.391951   0.0166964
        1622    0.775475    0.392187   0.0166878
        1623    0.664836    0.392355   0.0166784
        1624    0.194337    0.392234   0.0166686
        1625  -0.0480761    0.391963   0.0166605
        1626    0.228497    0.391862   0.0166506
        1627    0.506348    0.391932   0.0166405
        1628    0.963733    0.392284    0.016634
        1629     1.21571    0.392789   0.0166314
        1630     0.74219    0.393003   0.0166226
        1631    0.743619    0.393218   0.0166138
        1632    0.879812    0.393517   0.0166063
        1633     1.08951    0.393943   0.0166016
        1634    0.838284    0.394215   0.0165937
        1635     1.20968    0.394713    0.016591
        1636     1.17611    0.395191   0.0165877
        1637    0.525377    0.395271   0.0165778
        1638      0.8716    0.395561   0.0165702
        1639    0.792891    0.395804   0.0165619
        1640     0.73743    0.396012   0.0165531
        1641     1.06796    0.396422   0.0165481
        1642     1.05613    0.396823   0.0165429
        1643     1.48046    0.397483    0.016546
        1644    0.941477    0.397814   0.0165392
        1645     1.11508     0.39825   0.0165349
        1646    0.894204    0.398551   0.0165276
        1647    0.968078    0.398897   0.0165212
        1648    0.755495    0.399113   0.0165126
        1649    0.733113    0.399316   0.0165038
        1650     1.46751    0.399963   0.0165065
        1651     1.88211    0.400861   0.0165209
        1652     1.30932    0.401411     0.01652
        1653     1.32169    0.401968   0.0165194
        1654     1.50111    0.402632   0.0165228
        1655     1.51866    0.403307   0.0165266
        1656     1.30454    0.403851   0.0165255
        1657     1.40022    0.404452   0.0165265
        1658     1.38381    0.405043   0.0165271
        1659     1.01692    0.405412   0.0165212
        1660     1.05876    0.405805    0.016516
        1661     1.03379    0.406183   0.0165104
        1662    0.973536    0.406525   0.0165039
        1663    0.804398    0.406764   0.0164958
        1664    0.956063    0.407094   0.0164891
        1665    0.769171    0.407311   0.0164807
        1666    0.362624    0.407285   0.0164708
        1667    0.601423    0.407401   0.0164613
        1668    0.623729    0.407531    0.016452
        1669    0.883589    0.407816   0.0164446
        1670    0.342211    0.407777   0.0164348
        1671    0.161487    0.407629   0.0164256
        1672    0.739015    0.407828    0.016417
        1673    0.742786    0.408028   0.0164084
        1674    0.754047    0.408234   0.0163999
        1675    0.597079    0.408347   0.0163905
        1676    0.945983    0.408668   0.0163839
        1677    0.896109    0.408959   0.0163767
        1678    0.888754    0.409245   0.0163694
        1679     1.12475    0.409671   0.0163652
        1680    0.487803    0.409717   0.0163555
        1681    0.799775    0.409949   0.0163474
        1682    0.726405    0.410137   0.0163388
        1683    0.576628    0.410236   0.0163294
        1684    0.473367    0.410274   0.0163197
        1685    0.421868    0.410281   0.0163101
        1686     0.44553    0.410302   0.0163004
